COUNTYFIPS,COUNTY,STATE,community_type,pct_bachelors_degree,pct_graduate_degree,pct_hs_graduate,pct_less_than_hs,pct_associate_degree,pct_any_posths_education
11917,County_11917,Hawaii,Urban,14.04,,79.24,20.76,7.94,30.86
52111,County_52111,Other,Urban,20.44,7.35,71.53,28.47,6.47,34.18
31145,County_31145,New Mexico,Suburban/Small City,13.89,7.93,73.51,26.49,7.18,30.49
15919,County_15919,Iowa,Urban,14.35,10.87,78.87,21.13,8.44,32.12
38405,County_38405,Pennsylvania,Rural,17.38,4.74,86.24,13.76,6.46,32.62
11743,County_11743,Hawaii,Rural,18.1,3.52,67.91,32.09,8.78,32.88
43317,County_43317,Texas,Rural,17.24,8.14,74.15,25.85,6.8,34.38
41563,County_41563,South Dakota,Rural,12.5,6.94,71.96,28.04,5.41,30.19
21007,County_21007,Massachusetts,Urban,14.73,11.03,82.12,17.88,5.72,28.02
39093,County_39093,Rhode Island,Urban,22.04,10.26,79.25,20.75,9.45,43.92
30803,County_30803,New Jersey,Rural,18.61,4.61,72.35,27.65,4.61,30.62
2041,County_2041,Alaska,Urban,13.35,9.8,86.34,13.66,4.56,30.6
30155,County_30155,New Jersey,Urban,16.46,3.61,73.34,26.66,8.11,29.26
23289,County_23289,Minnesota,Rural,21.61,5.71,79.24,20.76,4.21,32.6
17221,County_17221,Kentucky,Rural,21.31,7.61,,21.4,7.09,36.91
9895,County_9895,Florida,Rural,21.26,9.84,93.1,6.9,9.39,43.33
42191,County_42191,Tennessee,Urban,26.31,6.95,85.26,14.74,6.47,43.08
45367,County_45367,Vermont,Rural,10.84,4.87,81.64,18.36,6.36,22.73
19223,County_19223,Maine,Rural,8.46,6.94,82.31,17.69,8.27,26.79
26905,County_26905,Montana,Rural,14.5,5.22,82.57,17.43,9.05,31.17
29275,County_29275,New Hampshire,Rural,15.72,9.0,69.44,30.56,5.38,33.7
2021,County_2021,Alaska,Rural,20.89,5.68,80.97,19.03,7.23,35.61
45151,County_45151,Vermont,Rural,7.67,6.05,70.52,29.48,5.72,21.43
33213,County_33213,North Carolina,Suburban/Small City,16.98,1.83,73.58,26.42,4.11,24.77
37639,County_37639,Oregon,Urban,10.14,2.26,71.77,28.23,4.82,19.76
7359,County_7359,Connecticut,Rural,16.67,10.39,86.71,13.29,10.25,42.38
7147,County_7147,Connecticut,Rural,8.58,6.39,68.67,31.33,6.6,24.57
17989,County_17989,Kentucky,Urban,18.15,11.03,77.18,22.82,4.29,34.12
37483,County_37483,Oregon,Rural,19.92,5.53,64.95,35.05,4.61,31.89
23253,County_23253,Minnesota,Rural,11.22,5.53,69.03,30.97,6.8,25.49
1701,County_1701,Alabama,Urban,7.66,4.16,69.26,30.74,5.65,21.85
50651,County_50651,Wyoming,Suburban/Small City,13.28,4.69,85.89,14.11,4.23,25.79
44831,County_44831,Utah,Rural,15.73,5.11,70.28,29.72,6.11,30.04
16157,County_16157,Kansas,Rural,15.57,3.95,68.83,31.17,2.79,24.56
4199,County_4199,Arkansas,Urban,6.86,2.73,76.73,23.27,5.85,18.6
8163,County_8163,Delaware,Suburban/Small City,16.19,11.22,82.76,17.24,7.18,37.1
3275,County_3275,Arizona,Rural,17.36,11.26,77.87,22.13,5.26,34.41
13627,County_13627,Illinois,Urban,16.4,7.1,70.58,29.42,3.7,28.46
21889,County_21889,Massachusetts,Suburban/Small City,14.45,5.37,84.07,15.93,5.92,28.14
51935,County_51935,Other,Rural,8.64,5.73,67.38,32.62,8.29,24.87
47749,County_47749,Washington,Urban,19.09,8.14,,24.65,4.83,32.17
29653,County_29653,New Hampshire,Rural,11.68,6.1,68.39,31.61,5.98,27.06
10481,County_10481,Georgia,Urban,14.36,4.26,76.1,23.9,6.26,26.23
53733,County_53733,Other,Suburban/Small City,15.93,8.58,72.34,27.66,5.87,32.82
39667,County_39667,Rhode Island,Rural,22.25,6.24,71.83,28.17,4.47,36.86
14583,County_14583,Indiana,Urban,10.97,4.16,73.47,26.53,8.77,23.55
23919,County_23919,Minnesota,Rural,7.27,7.57,68.06,31.94,6.0,25.35
43657,County_43657,Texas,Urban,17.84,4.41,69.41,30.59,,33.02
53115,County_53115,Other,Rural,18.09,9.64,84.47,15.53,1.09,29.3
36777,County_36777,Oklahoma,Rural,8.46,0.25,68.29,31.71,3.8,14.13
35487,County_35487,Ohio,Rural,12.86,8.37,77.28,22.72,2.11,23.41
26543,County_26543,Montana,Suburban/Small City,19.52,9.92,77.1,22.9,3.99,37.98
27161,County_27161,Nebraska,Urban,13.02,3.87,74.05,25.95,4.95,22.72
22769,County_22769,Michigan,Rural,20.01,9.85,75.63,24.37,4.78,33.41
20361,County_20361,Maryland,Urban,9.98,5.82,73.86,26.14,6.45,22.91
23703,County_23703,Minnesota,Urban,11.38,2.15,72.67,27.33,,22.77
33749,County_33749,North Carolina,Rural,16.73,5.94,67.77,32.23,2.44,29.25
18767,County_18767,Louisiana,Urban,18.75,7.54,73.53,26.47,,36.93
21785,County_21785,Massachusetts,Suburban/Small City,7.64,7.84,70.1,29.9,8.37,22.84
35133,County_35133,Ohio,Rural,27.42,7.85,84.22,15.78,,45.97
15763,County_15763,Iowa,Rural,14.38,,74.99,25.01,6.09,26.5
53917,County_53917,Other,Rural,14.03,7.06,81.89,18.11,5.49,25.36
32239,County_32239,New York,Rural,15.02,1.84,,46.66,3.79,20.57
35359,County_35359,Ohio,Urban,15.87,6.62,60.64,39.36,3.56,25.99
11803,County_11803,Hawaii,Urban,16.75,7.9,87.87,12.13,,37.61
4371,County_4371,Arkansas,Rural,9.47,6.52,,28.93,5.37,21.49
41745,County_41745,South Dakota,Urban,16.56,6.91,70.27,29.73,8.1,33.55
7167,County_7167,Connecticut,Rural,13.35,1.25,73.52,26.48,6.73,25.61
54403,County_54403,Other,Rural,17.91,7.88,66.48,33.52,7.01,35.61
45903,County_45903,Vermont,Urban,25.01,4.83,72.19,27.81,8.82,37.97
7667,County_7667,Connecticut,Rural,19.05,8.96,84.37,15.63,7.72,40.83
7455,County_7455,Connecticut,Urban,16.37,5.33,80.89,19.11,7.69,28.47
7589,County_7589,Connecticut,Rural,15.24,7.17,78.16,21.84,8.52,35.82
51839,County_51839,Other,Suburban/Small City,2.17,2.02,64.12,35.88,2.76,8.09
13221,County_13221,Illinois,Urban,18.73,4.88,67.68,32.32,8.94,37.15
16051,County_16051,Kansas,Rural,9.72,6.05,81.39,18.61,7.61,26.17
42089,County_42089,Tennessee,Rural,2.14,1.54,68.34,31.66,7.12,11.76
52163,County_52163,Other,Rural,10.68,7.68,76.55,23.45,7.07,22.82
35305,County_35305,Ohio,Rural,19.48,6.41,83.15,16.85,4.99,37.24
8285,County_8285,Delaware,Rural,14.46,6.76,69.38,30.62,3.64,22.66
11431,County_11431,Hawaii,Rural,20.84,10.74,85.54,14.46,6.08,38.42
21245,County_21245,Massachusetts,Rural,12.72,4.86,,24.82,3.04,25.14
14707,County_14707,Indiana,Rural,19.52,5.33,74.95,25.05,6.84,36.17
13281,County_13281,Illinois,Rural,7.49,6.0,84.22,15.78,5.33,19.77
53403,County_53403,Other,Suburban/Small City,12.83,9.31,68.52,31.48,,
38453,County_38453,Pennsylvania,Rural,14.2,8.19,86.56,13.44,6.35,37.7
44133,County_44133,Utah,Rural,18.07,7.92,70.23,29.77,6.87,37.86
22537,County_22537,Michigan,Urban,17.12,4.05,77.58,22.42,8.24,28.46
41763,County_41763,South Dakota,Urban,16.14,3.31,71.79,28.21,5.63,27.43
30415,County_30415,New Jersey,Rural,11.24,0.01,69.47,30.53,7.36,19.91
22481,County_22481,Michigan,Rural,15.23,5.58,81.17,18.83,5.02,29.5
31873,County_31873,New Mexico,Rural,14.99,7.55,79.84,20.16,3.42,25.91
8279,County_8279,Delaware,Urban,19.64,8.06,81.25,18.75,9.22,37.07
41885,County_41885,South Dakota,Rural,8.32,1.67,71.12,28.88,6.63,15.64
14781,County_14781,Indiana,Rural,11.16,5.41,69.1,30.9,6.07,24.58
4487,County_4487,Arkansas,Rural,10.56,3.89,82.09,17.91,5.27,23.04
10437,County_10437,Georgia,Rural,10.13,,77.19,22.81,7.38,24.16
21133,County_21133,Massachusetts,Urban,9.22,2.76,,34.61,5.57,19.69
5663,County_5663,California,Rural,14.42,2.78,70.08,,3.88,18.49
16615,County_16615,Kansas,Rural,9.27,6.28,71.66,28.34,,30.16
45609,County_45609,Vermont,Suburban/Small City,10.65,3.5,79.13,20.87,2.46,20.87
14883,County_14883,Indiana,Rural,15.56,3.42,78.47,21.53,3.55,26.22
6921,County_6921,Colorado,Suburban/Small City,15.56,7.61,75.91,24.09,4.19,28.29
51261,County_51261,Other,Rural,15.01,7.07,78.65,21.35,6.71,29.66
14279,County_14279,Indiana,Urban,14.65,7.81,70.23,29.77,4.96,31.69
1389,County_1389,Alabama,Urban,24.44,5.51,83.96,16.04,,37.72
32177,County_32177,New York,Urban,14.96,5.03,78.83,21.17,5.56,23.61
47757,County_47757,Washington,Suburban/Small City,19.29,2.3,59.48,40.52,5.1,26.76
28425,County_28425,Nevada,Suburban/Small City,10.9,4.93,,25.26,5.25,18.3
27979,County_27979,Nebraska,Rural,19.27,3.83,74.27,25.73,4.53,29.52
7921,County_7921,Connecticut,Urban,13.72,10.06,73.97,26.03,8.53,32.43
16987,County_16987,Kansas,Rural,15.22,6.72,71.16,28.84,4.53,31.94
48883,County_48883,West Virginia,Urban,16.49,6.11,74.58,25.42,4.84,26.68
22901,County_22901,Michigan,Rural,22.01,3.67,74.21,25.79,6.83,32.17
49549,County_49549,Wisconsin,Rural,14.9,6.09,67.98,32.02,6.94,27.64
33913,County_33913,North Carolina,Rural,17.53,9.31,80.08,19.92,10.33,41.77
22085,County_22085,Michigan,Rural,17.12,0.0,72.87,27.13,7.07,26.28
45499,County_45499,Vermont,Rural,12.15,1.46,66.5,33.5,5.95,
4925,County_4925,Arkansas,Rural,13.87,8.33,69.49,30.51,4.61,32.1
34003,County_34003,North Dakota,Urban,9.76,5.3,64.23,35.77,3.23,
26273,County_26273,Montana,Suburban/Small City,10.37,3.32,75.57,24.43,8.49,24.53
28799,County_28799,Nevada,Rural,19.62,4.96,74.03,25.97,5.54,28.89
55417,County_55417,Other,Rural,13.56,2.22,66.22,33.78,5.46,
29597,County_29597,New Hampshire,Urban,17.63,4.14,78.95,21.05,3.79,29.08
39125,County_39125,Rhode Island,Rural,16.75,5.64,69.43,30.57,5.52,29.69
2309,County_2309,Alaska,Rural,8.92,3.82,75.09,24.91,1.44,16.88
50919,County_50919,Wyoming,Urban,17.37,,80.19,19.81,7.35,
53733,County_53733,Other,Urban,20.17,7.45,86.69,13.31,9.51,39.44
2671,County_2671,Alaska,Rural,18.92,1.69,74.6,25.4,5.64,26.08
6011,County_6011,Colorado,Rural,17.62,12.14,77.1,22.9,8.89,40.8
27765,County_27765,Nebraska,Urban,18.23,6.64,86.65,13.35,6.64,33.97
39437,County_39437,Rhode Island,Suburban/Small City,16.44,6.22,65.36,34.64,4.68,26.46
10629,County_10629,Georgia,Rural,27.5,8.51,78.89,21.11,7.02,46.51
47859,County_47859,Washington,Rural,16.37,4.09,75.8,24.2,6.27,26.4
1277,County_1277,Alabama,Suburban/Small City,15.01,5.96,64.71,35.29,6.72,28.42
51375,County_51375,Other,Rural,6.14,3.11,75.86,24.14,5.87,15.14
48699,County_48699,West Virginia,Rural,7.79,0.0,,22.37,5.61,13.53
38737,County_38737,Pennsylvania,Rural,16.44,5.94,71.68,28.32,7.13,28.63
32109,County_32109,New York,Rural,13.56,7.73,67.44,32.56,9.29,
34121,County_34121,North Dakota,Rural,19.76,9.86,90.99,9.01,7.38,39.12
16521,County_16521,Kansas,Rural,17.37,7.18,77.3,22.7,3.45,29.49
36155,County_36155,Oklahoma,Urban,19.37,10.88,85.07,14.93,6.39,38.9
5297,County_5297,California,Urban,9.77,0.0,64.08,35.92,,23.84
7713,County_7713,Connecticut,Rural,3.45,4.15,68.0,32.0,7.26,13.54
3783,County_3783,Arizona,Urban,20.76,7.34,76.63,23.37,7.2,39.8
29941,County_29941,New Hampshire,Suburban/Small City,14.77,6.01,66.91,33.09,,25.21
14505,County_14505,Indiana,Rural,6.04,7.57,69.73,30.27,6.85,
9163,County_9163,Florida,Urban,13.82,5.99,79.62,20.38,4.62,26.59
34189,County_34189,North Dakota,Rural,19.72,7.82,81.83,18.17,7.47,38.23
34643,County_34643,North Dakota,Rural,5.55,8.25,80.11,19.89,7.37,22.76
43713,County_43713,Texas,Rural,26.62,11.25,80.45,19.55,3.11,44.89
34751,County_34751,North Dakota,Suburban/Small City,8.04,6.37,75.22,24.78,8.31,
37151,County_37151,Oregon,Rural,17.6,2.17,67.64,32.36,3.26,25.03
27349,County_27349,Nebraska,Rural,9.75,7.17,75.47,24.53,6.86,29.32
31591,County_31591,New Mexico,Suburban/Small City,21.38,4.71,83.93,16.07,7.81,36.94
25193,County_25193,Missouri,Suburban/Small City,,2.19,70.34,29.66,6.44,19.04
31391,County_31391,New Mexico,Urban,9.11,2.97,63.34,36.66,4.5,22.55
25481,County_25481,Missouri,Urban,10.4,3.39,60.91,39.09,9.08,22.81
32491,County_32491,New York,Urban,12.44,9.44,73.53,26.47,4.85,29.2
37457,County_37457,Oregon,Rural,8.29,7.65,77.75,22.25,6.27,21.29
18117,County_18117,Louisiana,Rural,12.05,3.67,71.99,28.01,7.39,23.19
10147,County_10147,Georgia,Urban,12.47,1.42,75.85,24.15,1.45,17.23
7683,County_7683,Connecticut,Urban,6.39,2.72,73.66,26.34,4.36,17.96
51985,County_51985,Other,Rural,16.09,,70.09,29.91,4.75,24.36
22231,County_22231,Michigan,Urban,19.0,5.7,73.55,26.45,8.14,34.33
18777,County_18777,Louisiana,Rural,18.99,10.98,87.8,12.2,5.11,36.74
19011,County_19011,Maine,Rural,13.66,6.22,74.54,25.46,1.97,22.2
45023,County_45023,Vermont,Urban,19.97,9.6,73.97,26.03,8.09,37.17
48067,County_48067,West Virginia,Urban,16.21,5.14,79.83,20.17,8.54,32.59
44889,County_44889,Utah,Rural,15.67,2.62,69.86,30.14,6.58,28.02
40029,County_40029,South Carolina,Rural,15.36,3.85,79.0,21.0,7.09,30.08
31911,County_31911,New Mexico,Suburban/Small City,5.43,5.33,69.87,30.13,5.25,23.72
47415,County_47415,Washington,Rural,4.02,3.12,65.79,34.21,7.78,14.42
12863,County_12863,Idaho,Rural,18.19,2.18,60.41,39.59,4.53,27.92
36613,County_36613,Oklahoma,Urban,6.82,8.4,70.96,29.04,6.91,25.12
35307,County_35307,Ohio,Rural,13.48,6.3,77.65,22.35,6.57,28.06
39313,County_39313,Rhode Island,Rural,26.47,7.5,76.57,,,41.83
55321,County_55321,Other,Urban,19.61,4.72,64.92,35.08,8.37,36.91
4479,County_4479,Arkansas,Suburban/Small City,15.24,7.99,70.72,29.28,5.25,32.66
25507,County_25507,Missouri,Urban,15.43,6.98,87.74,12.26,9.49,35.65
31955,County_31955,New Mexico,Rural,12.5,11.24,77.06,22.94,6.67,32.74
10087,County_10087,Georgia,Rural,10.04,4.27,77.41,22.59,5.15,22.81
52321,County_52321,Other,Urban,9.94,7.28,70.55,29.45,6.08,24.42
2761,County_2761,Alaska,Suburban/Small City,,6.27,66.82,33.18,6.47,28.65
2151,County_2151,Alaska,Rural,8.56,6.63,74.29,25.71,8.91,25.06
35131,County_35131,Ohio,Rural,12.97,8.8,74.46,25.54,10.38,33.66
31135,County_31135,New Mexico,Rural,17.52,0.6,72.83,27.17,5.34,28.04
19361,County_19361,Maine,Urban,12.38,4.25,88.8,11.2,9.46,25.48
18641,County_18641,Louisiana,Rural,11.16,6.84,79.89,20.11,4.86,25.68
42569,County_42569,Tennessee,Urban,9.08,6.13,75.7,24.3,6.48,20.77
51679,County_51679,Other,Rural,21.56,8.1,82.09,17.91,10.52,41.84
22313,County_22313,Michigan,Rural,21.07,8.84,87.01,12.99,7.37,42.82
13831,County_13831,Illinois,Rural,17.11,9.76,78.77,21.23,8.4,40.08
13173,County_13173,Illinois,Rural,19.56,6.23,70.34,29.66,7.94,39.12
29171,County_29171,New Hampshire,Rural,21.47,2.76,85.65,14.35,7.44,31.58
28927,County_28927,Nevada,Rural,21.51,6.77,81.69,18.31,8.55,41.68
41519,County_41519,South Dakota,Rural,13.92,4.55,72.38,27.62,6.47,26.01
10057,County_10057,Georgia,Rural,25.37,5.04,81.94,18.06,7.04,38.01
10915,County_10915,Georgia,Rural,23.5,6.77,82.18,17.82,4.8,38.53
37189,County_37189,Oregon,Rural,9.88,5.76,72.91,27.09,6.55,25.3
12069,County_12069,Idaho,Urban,4.42,1.33,78.51,21.49,7.6,17.31
20131,County_20131,Maryland,Rural,13.95,4.52,72.58,27.42,3.86,22.97
25847,County_25847,Missouri,Rural,5.48,6.96,70.57,29.43,,23.98
48893,County_48893,West Virginia,Rural,3.25,1.31,70.11,29.89,3.92,7.88
38167,County_38167,Pennsylvania,Rural,15.92,5.61,79.66,20.34,4.87,29.01
3083,County_3083,Arizona,Urban,22.54,8.58,78.77,21.23,7.98,39.44
25249,County_25249,Missouri,Urban,20.97,10.68,84.48,15.52,8.14,41.68
37317,County_37317,Oregon,Urban,11.53,5.21,85.95,14.05,5.9,26.54
17645,County_17645,Kentucky,Rural,16.84,6.87,77.89,22.11,2.72,26.91
11767,County_11767,Hawaii,Urban,24.26,8.67,80.69,19.31,4.82,39.02
34583,County_34583,North Dakota,Rural,13.61,6.56,80.15,19.85,1.69,20.41
18495,County_18495,Louisiana,Urban,12.32,3.35,75.4,,5.41,25.77
34135,County_34135,North Dakota,Rural,1.62,3.93,69.63,30.37,5.0,10.43
41725,County_41725,South Dakota,Urban,20.79,8.82,74.34,25.66,9.5,39.94
3153,County_3153,Arizona,Suburban/Small City,16.08,,72.49,27.51,6.57,29.82
37251,County_37251,Oregon,Rural,14.12,3.44,77.02,22.98,6.33,22.66
8117,County_8117,Delaware,Rural,,6.0,85.15,14.85,6.69,32.54
44073,County_44073,Utah,Rural,24.11,9.67,77.92,22.08,,40.6
45233,County_45233,Vermont,Urban,2.91,2.26,60.92,39.08,5.84,19.18
13425,County_13425,Illinois,Rural,28.89,8.55,73.75,26.25,8.85,47.76
38363,County_38363,Pennsylvania,Rural,9.75,1.07,66.57,33.43,7.49,19.41
29183,County_29183,New Hampshire,Urban,8.28,4.65,65.42,34.58,6.8,22.22
55563,County_55563,Other,Rural,21.31,11.8,81.77,18.23,6.93,
31363,County_31363,New Mexico,Rural,10.4,5.34,64.48,35.52,4.33,20.75
56613,County_56613,Other,Rural,22.59,3.63,75.8,24.2,6.29,38.03
21545,County_21545,Massachusetts,Rural,22.4,,79.82,20.18,2.87,31.68
15467,County_15467,Iowa,Urban,22.66,9.25,74.54,25.46,7.07,40.49
49565,County_49565,Wisconsin,Rural,12.12,4.49,67.79,32.21,1.93,21.79
53515,County_53515,Other,Rural,13.49,9.36,72.9,27.1,2.08,24.67
18981,County_18981,Louisiana,Suburban/Small City,8.73,3.98,68.18,31.82,5.61,14.83
17213,County_17213,Kentucky,Urban,13.75,7.47,73.56,26.44,4.98,30.26
4459,County_4459,Arkansas,Rural,24.41,11.43,,19.41,8.91,45.21
18987,County_18987,Louisiana,Suburban/Small City,17.57,7.69,68.23,,6.74,36.72
43525,County_43525,Texas,Urban,21.16,8.04,76.28,23.72,1.02,29.85
45767,County_45767,Vermont,Rural,19.84,7.95,,23.24,10.47,44.53
37643,County_37643,Oregon,Rural,19.34,7.53,79.57,,6.48,32.61
35903,County_35903,Ohio,Rural,10.74,,73.88,26.12,6.6,28.64
20071,County_20071,Maryland,Rural,10.66,4.59,78.09,21.91,5.05,23.63
13763,County_13763,Illinois,Rural,18.0,5.98,85.98,14.02,9.5,35.26
35843,County_35843,Ohio,Rural,14.54,8.22,76.52,23.48,5.24,28.56
17099,County_17099,Kentucky,Rural,10.73,4.2,79.59,20.41,7.97,23.86
4431,County_4431,Arkansas,Rural,12.53,6.64,79.1,20.9,7.29,26.56
2917,County_2917,Alaska,Rural,8.54,2.66,,25.45,6.3,21.4
27071,County_27071,Nebraska,Rural,18.05,3.7,76.52,23.48,4.07,28.72
37317,County_37317,Oregon,Urban,5.84,2.27,63.8,36.2,7.93,13.06
45253,County_45253,Vermont,Rural,10.93,4.82,71.79,28.21,6.47,25.07
10587,County_10587,Georgia,Urban,21.32,6.59,,23.96,6.83,35.19
55165,County_55165,Other,Urban,17.13,5.82,,21.45,7.34,32.34
55735,County_55735,Other,Rural,4.3,1.76,67.04,32.96,6.52,12.87
37789,County_37789,Oregon,Suburban/Small City,13.5,5.68,,17.73,6.71,25.94
41303,County_41303,South Dakota,Suburban/Small City,10.1,4.1,70.53,29.47,7.24,26.98
38731,County_38731,Pennsylvania,Rural,20.36,9.49,79.14,20.86,7.46,
31549,County_31549,New Mexico,Rural,27.13,8.85,94.18,5.82,7.36,44.65
15481,County_15481,Iowa,Rural,14.42,7.63,77.89,22.11,4.48,28.16
23205,County_23205,Minnesota,Urban,19.68,5.9,71.3,28.7,7.46,34.56
17487,County_17487,Kentucky,Rural,9.74,5.09,81.42,18.58,2.97,17.96
36147,County_36147,Oklahoma,Rural,21.54,8.13,85.32,14.68,4.94,36.97
45547,County_45547,Vermont,Rural,27.33,5.01,79.1,20.9,5.63,39.23
38361,County_38361,Pennsylvania,Rural,3.15,0.06,63.02,36.98,1.3,8.8
38451,County_38451,Pennsylvania,Rural,22.03,7.63,78.01,21.99,6.51,36.34
43989,County_43989,Texas,Rural,21.23,0.78,76.09,23.91,5.68,31.87
35987,County_35987,Ohio,Urban,17.48,,79.49,20.51,11.47,32.43
36327,County_36327,Oklahoma,Rural,27.97,8.4,79.13,20.87,4.91,45.94
31667,County_31667,New Mexico,Suburban/Small City,24.28,8.02,86.0,14.0,6.4,40.77
11923,County_11923,Hawaii,Rural,15.52,6.58,75.84,24.16,2.92,27.89
4903,County_4903,Arkansas,Rural,18.92,5.69,75.67,24.33,7.4,31.34
36667,County_36667,Oklahoma,Urban,15.59,4.22,77.42,22.58,5.52,25.75
43713,County_43713,Texas,Suburban/Small City,17.92,7.52,70.68,29.32,4.89,35.07
56627,County_56627,Other,Urban,14.36,0.72,57.64,42.36,6.82,26.14
6233,County_6233,Colorado,Urban,10.26,0.96,60.11,39.89,5.14,18.94
42103,County_42103,Tennessee,Rural,0.0,3.57,62.31,37.69,0.0,9.87
52483,County_52483,Other,Rural,4.88,3.95,70.65,29.35,8.09,17.77
3647,County_3647,Arizona,Rural,10.46,2.75,62.42,37.58,4.19,20.03
54089,County_54089,Other,Rural,14.85,5.81,80.11,19.89,8.19,26.59
53595,County_53595,Other,Rural,19.8,2.33,83.62,16.38,2.19,
17515,County_17515,Kentucky,Urban,17.94,9.2,82.4,17.6,9.64,38.31
12775,County_12775,Idaho,Rural,16.35,8.11,73.48,26.52,6.25,29.89
52947,County_52947,Other,Rural,2.84,6.78,67.99,32.01,6.75,17.72
39911,County_39911,Rhode Island,Urban,18.1,8.13,76.56,23.44,8.61,37.05
45241,County_45241,Vermont,Suburban/Small City,15.31,8.47,74.32,25.68,9.09,38.3
23341,County_23341,Minnesota,Suburban/Small City,13.22,4.66,78.66,21.34,9.91,28.26
53177,County_53177,Other,Rural,17.1,3.07,78.77,21.23,6.47,30.73
36607,County_36607,Oklahoma,Rural,9.42,4.61,76.69,23.31,8.37,26.58
41731,County_41731,South Dakota,Suburban/Small City,13.04,3.07,68.49,31.51,7.87,22.66
11657,County_11657,Hawaii,Urban,16.96,7.25,67.37,32.63,2.98,26.38
4805,County_4805,Arkansas,Urban,2.58,4.77,68.43,31.57,8.55,20.97
37567,County_37567,Oregon,Rural,19.49,10.42,86.01,13.99,3.1,35.4
25343,County_25343,Missouri,Rural,6.39,5.95,80.03,19.97,,
34927,County_34927,North Dakota,Rural,14.72,6.49,63.21,36.79,6.47,27.15
45239,County_45239,Vermont,Urban,17.39,5.08,71.07,28.93,0.25,20.96
4299,County_4299,Arkansas,Urban,10.25,9.67,79.33,20.67,6.97,30.74
41009,County_41009,South Dakota,Rural,14.62,9.87,72.34,27.66,6.14,35.34
25305,County_25305,Missouri,Rural,13.42,8.99,80.82,19.18,3.51,
3179,County_3179,Arizona,Suburban/Small City,12.77,8.09,74.23,25.77,5.21,27.36
31209,County_31209,New Mexico,Rural,16.83,7.09,71.34,,6.5,28.82
7131,County_7131,Connecticut,Rural,6.39,4.55,70.56,29.44,5.02,17.62
54443,County_54443,Other,Urban,6.29,0.37,79.7,20.3,4.65,8.45
26947,County_26947,Montana,Urban,11.13,4.33,75.46,24.54,,32.66
35745,County_35745,Ohio,Rural,12.78,6.52,76.96,23.04,11.71,31.6
33831,County_33831,North Carolina,Rural,18.59,3.07,69.95,30.05,3.31,28.89
11055,County_11055,Hawaii,Rural,7.25,6.5,68.83,31.17,6.91,23.64
46001,County_46001,Virginia,Suburban/Small City,,8.51,79.06,20.94,2.99,29.53
17491,County_17491,Kentucky,Suburban/Small City,,2.91,88.48,11.52,4.17,21.16
38773,County_38773,Pennsylvania,Urban,,10.16,89.0,11.0,8.83,
23347,County_23347,Minnesota,Rural,15.84,4.75,65.96,34.04,9.9,34.06
5945,County_5945,California,Urban,14.85,6.01,,26.68,7.74,29.72
38579,County_38579,Pennsylvania,Rural,16.87,5.04,72.99,27.01,10.02,33.02
30947,County_30947,New Jersey,Rural,14.02,4.71,75.52,24.48,7.23,27.84
49045,County_49045,Wisconsin,Urban,14.02,5.98,69.69,30.31,6.32,28.17
14279,County_14279,Indiana,Rural,12.96,7.39,74.71,25.29,9.0,30.37
50919,County_50919,Wyoming,Rural,13.05,6.55,72.58,27.42,5.55,25.26
34971,County_34971,North Dakota,Urban,21.64,6.68,69.61,30.39,6.67,39.38
27647,County_27647,Nebraska,Rural,7.8,0.44,72.01,27.99,8.19,17.04
10109,County_10109,Georgia,Urban,9.11,5.8,79.61,20.39,5.93,25.69
56933,County_56933,Other,Suburban/Small City,4.18,4.51,78.26,21.74,5.24,13.6
35261,County_35261,Ohio,Urban,8.12,4.9,61.99,38.01,5.82,22.19
24725,County_24725,Mississippi,Rural,16.27,5.6,87.28,12.72,7.14,30.64
40475,County_40475,South Carolina,Rural,5.13,0.0,71.23,28.77,5.9,16.71
17957,County_17957,Kentucky,Rural,14.55,7.63,73.91,26.09,6.86,32.26
23953,County_23953,Minnesota,Urban,15.4,3.41,86.27,13.73,8.65,32.89
44883,County_44883,Utah,Rural,11.01,8.39,70.08,29.92,,28.29
54183,County_54183,Other,Suburban/Small City,13.81,3.56,68.59,31.41,5.35,24.73
7815,County_7815,Connecticut,Suburban/Small City,14.61,3.71,70.53,29.47,3.87,25.61
45023,County_45023,Vermont,Rural,12.13,7.0,77.13,22.87,3.42,22.81
32453,County_32453,New York,Rural,10.21,5.29,69.82,30.18,7.01,23.84
52245,County_52245,Other,Rural,18.47,3.24,,30.21,8.45,32.1
44853,County_44853,Utah,Rural,7.63,2.89,77.71,22.29,8.43,19.9
