COUNTYFIPS,COUNTY,STATE,community_type,median_household_income,acs_median_hh_income,per_capita_income,gini_index
38405,County_38405,Pennsylvania,Rural,60927.0,63107.0,23419.0,0.42
11743,County_11743,Hawaii,Rural,45661.0,,16215.0,0.461
43317,County_43317,Texas,Rural,53973.0,54553.0,28858.0,
41563,County_41563,South Dakota,Rural,41495.0,40282.0,14634.0,0.501
21007,County_21007,Massachusetts,Urban,63218.0,62119.0,24840.0,0.458
39093,County_39093,Rhode Island,Urban,74420.0,73438.0,36428.0,0.433
30803,County_30803,New Jersey,Rural,66741.0,65697.0,28118.0,0.417
2041,County_2041,Alaska,Urban,57325.0,56112.0,28052.0,0.444
30155,County_30155,New Jersey,Urban,37683.0,38655.0,21516.0,0.458
23289,County_23289,Minnesota,Rural,61265.0,60839.0,27374.0,0.439
17221,County_17221,Kentucky,Rural,64826.0,64361.0,22547.0,0.446
9895,County_9895,Florida,Rural,72623.0,71698.0,30946.0,0.436
42191,County_42191,Tennessee,Urban,63895.0,65080.0,33365.0,0.437
45367,County_45367,Vermont,Rural,39992.0,42527.0,18727.0,0.478
19223,County_19223,Maine,Rural,37130.0,36204.0,20985.0,0.435
26905,County_26905,Montana,Rural,45550.0,43768.0,18008.0,0.462
29275,County_29275,New Hampshire,Rural,46942.0,48912.0,20370.0,0.452
2021,County_2021,Alaska,Rural,56447.0,56683.0,29082.0,0.486
45151,County_45151,Vermont,Rural,36954.0,36354.0,14028.0,0.512
33213,County_33213,North Carolina,Suburban/Small City,43414.0,44094.0,20724.0,0.514
37639,County_37639,Oregon,Urban,52701.0,50502.0,25905.0,0.458
7359,County_7359,Connecticut,Rural,80483.0,76732.0,35501.0,0.417
7147,County_7147,Connecticut,Rural,48349.0,,24184.0,0.478
17989,County_17989,Kentucky,Urban,66068.0,65001.0,25116.0,0.447
37483,County_37483,Oregon,Rural,34046.0,32781.0,14223.0,0.465
23253,County_23253,Minnesota,Rural,42214.0,44625.0,18973.0,0.483
1701,County_1701,Alabama,Urban,42809.0,41202.0,11572.0,0.454
50651,County_50651,Wyoming,Suburban/Small City,48677.0,48746.0,24564.0,0.457
44831,County_44831,Utah,Rural,52945.0,55082.0,16177.0,0.44
16157,County_16157,Kansas,Rural,52276.0,51809.0,18802.0,0.442
4199,County_4199,Arkansas,Urban,43528.0,43589.0,14791.0,0.521
8163,County_8163,Delaware,Suburban/Small City,67656.0,67738.0,27836.0,0.458
3275,County_3275,Arizona,Rural,59091.0,58730.0,20345.0,0.441
13627,County_13627,Illinois,Urban,,52831.0,22511.0,0.465
21889,County_21889,Massachusetts,Suburban/Small City,40165.0,39731.0,22112.0,0.466
51935,County_51935,Other,Rural,59731.0,62235.0,21477.0,0.418
47749,County_47749,Washington,Urban,66307.0,64094.0,30901.0,0.492
29653,County_29653,New Hampshire,Rural,42628.0,41266.0,18524.0,0.467
10481,County_10481,Georgia,Urban,40586.0,37362.0,,0.453
53733,County_53733,Other,Suburban/Small City,42774.0,44310.0,17975.0,0.471
39667,County_39667,Rhode Island,Rural,56695.0,58011.0,24136.0,0.489
14583,County_14583,Indiana,Urban,24732.0,24183.0,11249.0,0.473
23919,County_23919,Minnesota,Rural,35579.0,36745.0,17684.0,0.479
43657,County_43657,Texas,Urban,52529.0,52054.0,28245.0,0.449
53115,County_53115,Other,Rural,58824.0,57860.0,25626.0,0.44
36777,County_36777,Oklahoma,Rural,40987.0,42323.0,21226.0,
35487,County_35487,Ohio,Rural,45438.0,47207.0,24676.0,0.448
26543,County_26543,Montana,Suburban/Small City,64858.0,63539.0,24471.0,0.445
27161,County_27161,Nebraska,Urban,47104.0,46022.0,20488.0,0.453
22769,County_22769,Michigan,Rural,54439.0,56708.0,23311.0,0.436
20361,County_20361,Maryland,Urban,55915.0,56068.0,24082.0,0.465
23703,County_23703,Minnesota,Urban,39915.0,41934.0,20661.0,0.496
33749,County_33749,North Carolina,Rural,53796.0,53666.0,21170.0,0.456
18767,County_18767,Louisiana,Urban,46665.0,48047.0,20258.0,0.446
21785,County_21785,Massachusetts,Suburban/Small City,32880.0,31390.0,10511.0,0.486
35133,County_35133,Ohio,Rural,66775.0,66288.0,27220.0,0.467
15763,County_15763,Iowa,Rural,56383.0,56187.0,19703.0,0.512
53917,County_53917,Other,Rural,59973.0,60348.0,26548.0,0.515
32239,County_32239,New York,Rural,39810.0,40286.0,,0.475
35359,County_35359,Ohio,Urban,47604.0,49466.0,18846.0,0.469
11803,County_11803,Hawaii,Urban,66395.0,66284.0,27714.0,0.445
4371,County_4371,Arkansas,Rural,37847.0,39802.0,22452.0,0.447
41745,County_41745,South Dakota,Urban,,57897.0,21922.0,0.409
7167,County_7167,Connecticut,Rural,56364.0,59302.0,16958.0,
54403,County_54403,Other,Rural,59342.0,59917.0,19262.0,0.454
45903,County_45903,Vermont,Urban,44731.0,43637.0,20683.0,0.474
7667,County_7667,Connecticut,Rural,54519.0,53928.0,20613.0,0.415
7455,County_7455,Connecticut,Urban,57280.0,57005.0,28868.0,0.434
7589,County_7589,Connecticut,Rural,65938.0,65228.0,31534.0,0.461
51839,County_51839,Other,Suburban/Small City,38027.0,36894.0,18605.0,0.49
13221,County_13221,Illinois,Urban,49452.0,,15821.0,0.491
16051,County_16051,Kansas,Rural,34198.0,32652.0,14099.0,0.475
42089,County_42089,Tennessee,Rural,33589.0,,13483.0,0.476
52163,County_52163,Other,Rural,50574.0,,21514.0,0.439
35305,County_35305,Ohio,Rural,72517.0,73556.0,27889.0,0.406
8285,County_8285,Delaware,Rural,38891.0,37432.0,21685.0,0.452
11431,County_11431,Hawaii,Rural,,71830.0,27310.0,0.424
21245,County_21245,Massachusetts,Rural,36048.0,,11890.0,
14707,County_14707,Indiana,Rural,65235.0,68246.0,23014.0,0.427
13281,County_13281,Illinois,Rural,56401.0,57180.0,23646.0,0.432
53403,County_53403,Other,Suburban/Small City,49511.0,51444.0,21161.0,0.464
38453,County_38453,Pennsylvania,Rural,64773.0,65020.0,23363.0,0.448
44133,County_44133,Utah,Rural,55246.0,55348.0,,0.451
22537,County_22537,Michigan,Urban,60936.0,59356.0,24513.0,0.464
41763,County_41763,South Dakota,Urban,60049.0,59575.0,29040.0,0.44
30415,County_30415,New Jersey,Rural,38046.0,34976.0,11661.0,0.483
22481,County_22481,Michigan,Rural,54259.0,54368.0,,0.419
31873,County_31873,New Mexico,Rural,63122.0,64587.0,24001.0,0.449
8279,County_8279,Delaware,Urban,68518.0,,34742.0,0.401
41885,County_41885,South Dakota,Rural,49171.0,49503.0,16035.0,0.5
14781,County_14781,Indiana,Rural,46626.0,49279.0,16827.0,0.453
4487,County_4487,Arkansas,Rural,43709.0,45401.0,16933.0,0.51
10437,County_10437,Georgia,Rural,40232.0,37311.0,16116.0,0.439
21133,County_21133,Massachusetts,Urban,24732.0,24461.0,17993.0,0.477
5663,County_5663,California,Rural,48474.0,47272.0,21776.0,0.453
16615,County_16615,Kansas,Rural,38589.0,40321.0,,0.491
45609,County_45609,Vermont,Suburban/Small City,48619.0,49651.0,22909.0,0.497
14883,County_14883,Indiana,Rural,44143.0,46051.0,19858.0,0.481
6921,County_6921,Colorado,Suburban/Small City,32427.0,33022.0,18479.0,0.481
51261,County_51261,Other,Rural,54763.0,54945.0,27040.0,0.456
14279,County_14279,Indiana,Urban,47482.0,47862.0,16323.0,0.45
1389,County_1389,Alabama,Urban,56135.0,56830.0,22105.0,0.473
32177,County_32177,New York,Urban,,44536.0,21535.0,0.467
47757,County_47757,Washington,Suburban/Small City,55578.0,57021.0,16069.0,0.454
28425,County_28425,Nevada,Suburban/Small City,39624.0,39850.0,16137.0,0.495
27979,County_27979,Nebraska,Rural,46218.0,46765.0,22645.0,0.442
7921,County_7921,Connecticut,Urban,51152.0,52086.0,20498.0,0.456
16987,County_16987,Kansas,Rural,52935.0,,22949.0,0.491
48883,County_48883,West Virginia,Urban,62254.0,60486.0,29838.0,0.474
22901,County_22901,Michigan,Rural,44645.0,43270.0,20368.0,0.498
49549,County_49549,Wisconsin,Rural,46939.0,45753.0,19194.0,0.48
33913,County_33913,North Carolina,Rural,57734.0,54902.0,19022.0,0.468
22085,County_22085,Michigan,Rural,53326.0,,18498.0,0.473
45499,County_45499,Vermont,Rural,32218.0,32029.0,15312.0,0.489
4925,County_4925,Arkansas,Rural,53026.0,53810.0,26036.0,0.459
34003,County_34003,North Dakota,Urban,27016.0,26504.0,12428.0,0.501
26273,County_26273,Montana,Suburban/Small City,51607.0,53046.0,25901.0,0.43
28799,County_28799,Nevada,Rural,45674.0,46652.0,18515.0,0.461
55417,County_55417,Other,Rural,41240.0,38943.0,,0.518
29597,County_29597,New Hampshire,Urban,67745.0,67584.0,29714.0,0.416
39125,County_39125,Rhode Island,Rural,62025.0,61932.0,28615.0,0.455
2309,County_2309,Alaska,Rural,54009.0,55799.0,23062.0,0.457
50919,County_50919,Wyoming,Urban,59208.0,57649.0,20307.0,0.447
53733,County_53733,Other,Urban,70290.0,70601.0,37569.0,0.446
2671,County_2671,Alaska,Rural,55625.0,55063.0,23685.0,0.44
6011,County_6011,Colorado,Rural,55133.0,55975.0,28059.0,0.469
27765,County_27765,Nebraska,Urban,57984.0,60708.0,28190.0,0.456
39437,County_39437,Rhode Island,Suburban/Small City,43846.0,44696.0,19116.0,0.447
10629,County_10629,Georgia,Rural,,61096.0,24859.0,0.45
47859,County_47859,Washington,Rural,45244.0,45058.0,20241.0,0.507
1277,County_1277,Alabama,Suburban/Small City,45011.0,45537.0,16222.0,0.458
51375,County_51375,Other,Rural,37486.0,38044.0,14564.0,0.456
48699,County_48699,West Virginia,Rural,37293.0,38283.0,18893.0,0.479
38737,County_38737,Pennsylvania,Rural,48207.0,46827.0,19039.0,0.465
32109,County_32109,New York,Rural,45487.0,44881.0,24357.0,0.461
34121,County_34121,North Dakota,Rural,70865.0,68872.0,32022.0,0.425
16521,County_16521,Kansas,Rural,50233.0,49038.0,26741.0,0.469
36155,County_36155,Oklahoma,Urban,73611.0,71858.0,34353.0,0.436
5297,County_5297,California,Urban,42932.0,,16274.0,0.503
7713,County_7713,Connecticut,Rural,40581.0,41260.0,16531.0,0.518
3783,County_3783,Arizona,Urban,74508.0,69396.0,34654.0,0.491
29941,County_29941,New Hampshire,Suburban/Small City,49925.0,50257.0,22288.0,0.469
14505,County_14505,Indiana,Rural,41490.0,37666.0,15842.0,0.463
9163,County_9163,Florida,Urban,56796.0,57328.0,21273.0,0.486
34189,County_34189,North Dakota,Rural,63314.0,63218.0,30942.0,0.459
34643,County_34643,North Dakota,Rural,41110.0,43004.0,12947.0,0.476
43713,County_43713,Texas,Rural,73316.0,,37301.0,0.443
34751,County_34751,North Dakota,Suburban/Small City,45065.0,42782.0,25385.0,0.468
37151,County_37151,Oregon,Rural,53848.0,52577.0,20743.0,0.477
27349,County_27349,Nebraska,Rural,49990.0,49645.0,23781.0,0.439
31591,County_31591,New Mexico,Suburban/Small City,63520.0,61971.0,24669.0,0.458
25193,County_25193,Missouri,Suburban/Small City,46120.0,47387.0,19168.0,0.431
31391,County_31391,New Mexico,Urban,49528.0,48219.0,20429.0,0.452
25481,County_25481,Missouri,Urban,53640.0,53893.0,16359.0,0.477
32491,County_32491,New York,Urban,33783.0,35075.0,21170.0,
37457,County_37457,Oregon,Rural,56054.0,56572.0,22158.0,0.431
18117,County_18117,Louisiana,Rural,52006.0,52589.0,16848.0,0.485
10147,County_10147,Georgia,Urban,27127.0,29241.0,11597.0,0.463
7683,County_7683,Connecticut,Urban,,40566.0,11175.0,0.503
51985,County_51985,Other,Rural,34000.0,33220.0,18743.0,0.465
22231,County_22231,Michigan,Urban,49374.0,48126.0,25132.0,0.445
18777,County_18777,Louisiana,Rural,53357.0,,22954.0,0.446
19011,County_19011,Maine,Rural,48238.0,49004.0,25860.0,0.483
45023,County_45023,Vermont,Urban,77006.0,78176.0,29483.0,0.39
48067,County_48067,West Virginia,Urban,56740.0,58855.0,27068.0,0.497
44889,County_44889,Utah,Rural,44571.0,43957.0,10456.0,0.474
40029,County_40029,South Carolina,Rural,41183.0,42007.0,12615.0,0.458
31911,County_31911,New Mexico,Suburban/Small City,24857.0,24063.0,12648.0,0.481
47415,County_47415,Washington,Rural,24732.0,23743.0,10869.0,0.484
12863,County_12863,Idaho,Rural,24732.0,22243.0,10211.0,0.503
36613,County_36613,Oklahoma,Urban,31468.0,33598.0,9701.0,0.451
35307,County_35307,Ohio,Rural,33976.0,36318.0,14939.0,0.452
39313,County_39313,Rhode Island,Rural,72481.0,73672.0,28175.0,0.455
55321,County_55321,Other,Urban,70859.0,74549.0,29175.0,0.384
4479,County_4479,Arkansas,Suburban/Small City,65551.0,65051.0,27526.0,0.437
25507,County_25507,Missouri,Urban,64027.0,63376.0,25545.0,0.463
31955,County_31955,New Mexico,Rural,50847.0,50737.0,18458.0,0.438
10087,County_10087,Georgia,Rural,51746.0,50813.0,24329.0,0.459
52321,County_52321,Other,Urban,,52411.0,24890.0,0.479
2761,County_2761,Alaska,Suburban/Small City,51900.0,49054.0,23479.0,0.47
2151,County_2151,Alaska,Rural,51463.0,51350.0,22357.0,0.438
35131,County_35131,Ohio,Rural,49024.0,48010.0,26729.0,0.507
31135,County_31135,New Mexico,Rural,35964.0,36860.0,12505.0,0.492
19361,County_19361,Maine,Urban,54407.0,55403.0,18574.0,0.45
18641,County_18641,Louisiana,Rural,55729.0,56850.0,22562.0,0.444
42569,County_42569,Tennessee,Urban,54148.0,55487.0,15159.0,0.457
51679,County_51679,Other,Rural,,79022.0,37330.0,0.432
22313,County_22313,Michigan,Rural,67043.0,70309.0,32121.0,0.437
13831,County_13831,Illinois,Rural,72171.0,,,0.407
13173,County_13173,Illinois,Rural,55990.0,55225.0,22211.0,0.456
29171,County_29171,New Hampshire,Rural,46386.0,45614.0,21036.0,
28927,County_28927,Nevada,Rural,40770.0,39931.0,24049.0,0.468
41519,County_41519,South Dakota,Rural,47111.0,46723.0,17039.0,0.464
10057,County_10057,Georgia,Rural,74301.0,76807.0,33374.0,0.439
10915,County_10915,Georgia,Rural,57987.0,58178.0,22137.0,0.463
37189,County_37189,Oregon,Rural,40840.0,40862.0,15732.0,0.452
12069,County_12069,Idaho,Urban,,39315.0,12602.0,0.501
20131,County_20131,Maryland,Rural,34574.0,33665.0,13980.0,0.482
25847,County_25847,Missouri,Rural,,33987.0,19353.0,0.498
48893,County_48893,West Virginia,Rural,46165.0,47305.0,,0.503
38167,County_38167,Pennsylvania,Rural,56399.0,60090.0,23200.0,0.465
3083,County_3083,Arizona,Urban,62927.0,60810.0,27653.0,0.412
25249,County_25249,Missouri,Urban,68621.0,69615.0,31399.0,0.413
37317,County_37317,Oregon,Urban,61405.0,63721.0,26694.0,0.463
17645,County_17645,Kentucky,Rural,43522.0,43304.0,24347.0,0.468
11767,County_11767,Hawaii,Urban,69588.0,69520.0,26653.0,0.442
34583,County_34583,North Dakota,Rural,48787.0,47105.0,17951.0,0.435
18495,County_18495,Louisiana,Urban,35594.0,33947.0,15687.0,0.496
34135,County_34135,North Dakota,Rural,44381.0,46597.0,20734.0,0.485
41725,County_41725,South Dakota,Urban,61330.0,61190.0,30850.0,0.433
3153,County_3153,Arizona,Suburban/Small City,35410.0,38484.0,16738.0,0.481
37251,County_37251,Oregon,Rural,31738.0,29353.0,18767.0,0.489
8117,County_8117,Delaware,Rural,72216.0,68861.0,32544.0,0.455
44073,County_44073,Utah,Rural,55435.0,,24362.0,0.438
45233,County_45233,Vermont,Urban,31379.0,31058.0,19849.0,0.516
13425,County_13425,Illinois,Rural,64905.0,65631.0,24932.0,0.425
38363,County_38363,Pennsylvania,Rural,43662.0,44667.0,14210.0,0.448
29183,County_29183,New Hampshire,Urban,45493.0,43826.0,18058.0,0.448
55563,County_55563,Other,Rural,69565.0,69561.0,29149.0,0.457
31363,County_31363,New Mexico,Rural,33884.0,34789.0,16538.0,0.479
56613,County_56613,Other,Rural,65280.0,65252.0,31925.0,0.466
21545,County_21545,Massachusetts,Rural,69966.0,69832.0,25853.0,0.468
15467,County_15467,Iowa,Urban,55215.0,55047.0,29572.0,0.458
49565,County_49565,Wisconsin,Rural,43958.0,44149.0,17524.0,0.481
53515,County_53515,Other,Rural,42802.0,41922.0,19641.0,0.469
18981,County_18981,Louisiana,Suburban/Small City,42064.0,41872.0,13402.0,0.472
17213,County_17213,Kentucky,Urban,56147.0,57545.0,21973.0,0.458
4459,County_4459,Arkansas,Rural,83538.0,81167.0,30405.0,0.392
18987,County_18987,Louisiana,Suburban/Small City,43234.0,45188.0,18061.0,0.485
43525,County_43525,Texas,Urban,66327.0,66307.0,25933.0,0.486
45767,County_45767,Vermont,Rural,,58315.0,28481.0,0.451
37643,County_37643,Oregon,Rural,59536.0,60974.0,21356.0,0.433
35903,County_35903,Ohio,Rural,45491.0,43345.0,21628.0,0.492
20071,County_20071,Maryland,Rural,48917.0,51301.0,23806.0,0.437
13763,County_13763,Illinois,Rural,57408.0,57009.0,28326.0,0.49
35843,County_35843,Ohio,Rural,50178.0,51986.0,22453.0,0.49
17099,County_17099,Kentucky,Rural,70746.0,69962.0,25834.0,0.456
4431,County_4431,Arkansas,Rural,49796.0,47682.0,31737.0,0.45
2917,County_2917,Alaska,Rural,36767.0,39483.0,16695.0,0.484
27071,County_27071,Nebraska,Rural,48932.0,48258.0,20900.0,0.474
37317,County_37317,Oregon,Urban,44802.0,44978.0,18810.0,0.48
45253,County_45253,Vermont,Rural,,,16401.0,0.485
10587,County_10587,Georgia,Urban,69845.0,70532.0,31995.0,0.447
55165,County_55165,Other,Urban,52995.0,55579.0,22446.0,0.389
55735,County_55735,Other,Rural,25190.0,22366.0,16638.0,0.481
37789,County_37789,Oregon,Suburban/Small City,59380.0,,25125.0,0.463
41303,County_41303,South Dakota,Suburban/Small City,54881.0,53463.0,20394.0,0.438
38731,County_38731,Pennsylvania,Rural,71520.0,71798.0,32040.0,0.4
31549,County_31549,New Mexico,Rural,81598.0,81909.0,28149.0,0.462
15481,County_15481,Iowa,Rural,55485.0,57618.0,24289.0,0.441
23205,County_23205,Minnesota,Urban,56942.0,56607.0,23272.0,0.456
17487,County_17487,Kentucky,Rural,43016.0,42314.0,14106.0,
36147,County_36147,Oklahoma,Rural,58228.0,59335.0,22572.0,0.445
45547,County_45547,Vermont,Rural,64787.0,64301.0,33134.0,0.449
38361,County_38361,Pennsylvania,Rural,26960.0,26530.0,16755.0,0.48
38451,County_38451,Pennsylvania,Rural,51163.0,52181.0,29030.0,
43989,County_43989,Texas,Rural,52639.0,51415.0,25089.0,0.442
35987,County_35987,Ohio,Urban,48979.0,45439.0,22106.0,
36327,County_36327,Oklahoma,Rural,68421.0,69278.0,25778.0,
31667,County_31667,New Mexico,Suburban/Small City,52099.0,53390.0,,0.407
11923,County_11923,Hawaii,Rural,46881.0,47541.0,21412.0,0.479
4903,County_4903,Arkansas,Rural,52668.0,50767.0,23780.0,0.465
36667,County_36667,Oklahoma,Urban,51296.0,50453.0,20433.0,0.486
43713,County_43713,Texas,Suburban/Small City,64507.0,64304.0,29430.0,0.467
56627,County_56627,Other,Urban,29438.0,31288.0,16387.0,0.522
6233,County_6233,Colorado,Urban,31827.0,31590.0,16526.0,0.483
42103,County_42103,Tennessee,Rural,26513.0,28771.0,18761.0,0.487
52483,County_52483,Other,Rural,36992.0,,15027.0,0.51
3647,County_3647,Arizona,Rural,40769.0,40383.0,21274.0,0.481
54089,County_54089,Other,Rural,70775.0,67860.0,23216.0,0.428
53595,County_53595,Other,Rural,59653.0,58053.0,27631.0,0.427
17515,County_17515,Kentucky,Urban,54044.0,50717.0,23999.0,0.47
12775,County_12775,Idaho,Rural,66475.0,66646.0,31049.0,0.4
52947,County_52947,Other,Rural,38585.0,40333.0,16224.0,0.498
39911,County_39911,Rhode Island,Urban,71582.0,73607.0,24117.0,
45241,County_45241,Vermont,Suburban/Small City,46508.0,46154.0,30571.0,0.44
23341,County_23341,Minnesota,Suburban/Small City,55713.0,55754.0,19110.0,0.451
53177,County_53177,Other,Rural,53531.0,52828.0,25362.0,0.456
36607,County_36607,Oklahoma,Rural,46023.0,48014.0,19868.0,0.504
41731,County_41731,South Dakota,Suburban/Small City,41747.0,44234.0,15604.0,0.449
11657,County_11657,Hawaii,Urban,47783.0,48328.0,16964.0,0.479
4805,County_4805,Arkansas,Urban,24732.0,25085.0,6888.0,0.492
37567,County_37567,Oregon,Rural,69904.0,67294.0,29621.0,0.442
25343,County_25343,Missouri,Rural,46912.0,51038.0,19217.0,0.428
34927,County_34927,North Dakota,Rural,41846.0,43228.0,24897.0,0.49
45239,County_45239,Vermont,Urban,42242.0,41937.0,15264.0,0.475
4299,County_4299,Arkansas,Urban,67925.0,66402.0,29348.0,0.436
41009,County_41009,South Dakota,Rural,52149.0,52691.0,19379.0,0.488
25305,County_25305,Missouri,Rural,57569.0,56622.0,20923.0,0.494
3179,County_3179,Arizona,Suburban/Small City,49940.0,51743.0,,0.441
31209,County_31209,New Mexico,Rural,47108.0,48690.0,23212.0,0.432
7131,County_7131,Connecticut,Rural,46855.0,46877.0,,0.465
54443,County_54443,Other,Urban,33869.0,31450.0,,0.475
26947,County_26947,Montana,Urban,42183.0,40961.0,17478.0,0.498
35745,County_35745,Ohio,Rural,56266.0,55230.0,25010.0,0.449
33831,County_33831,North Carolina,Rural,55394.0,53547.0,26455.0,0.461
11055,County_11055,Hawaii,Rural,27025.0,26822.0,16073.0,0.475
46001,County_46001,Virginia,Suburban/Small City,46082.0,46648.0,25020.0,0.45
17491,County_17491,Kentucky,Suburban/Small City,49641.0,50013.0,24534.0,0.482
38773,County_38773,Pennsylvania,Urban,71878.0,74295.0,34048.0,0.421
23347,County_23347,Minnesota,Rural,60434.0,58884.0,22602.0,0.441
5945,County_5945,California,Urban,62155.0,62821.0,23297.0,0.447
38579,County_38579,Pennsylvania,Rural,58639.0,57807.0,14721.0,0.462
30947,County_30947,New Jersey,Rural,49085.0,51322.0,18041.0,0.475
49045,County_49045,Wisconsin,Urban,61956.0,62483.0,21055.0,0.45
14279,County_14279,Indiana,Rural,58465.0,58038.0,19898.0,0.462
50919,County_50919,Wyoming,Rural,56538.0,,16158.0,0.47
34971,County_34971,North Dakota,Urban,53368.0,50832.0,23590.0,0.459
27647,County_27647,Nebraska,Rural,36561.0,37218.0,14423.0,0.485
10109,County_10109,Georgia,Urban,44209.0,44637.0,22916.0,0.492
56933,County_56933,Other,Suburban/Small City,41946.0,44032.0,19399.0,0.466
35261,County_35261,Ohio,Urban,43520.0,44118.0,14809.0,0.484
24725,County_24725,Mississippi,Rural,59514.0,59411.0,19068.0,0.47
40475,County_40475,South Carolina,Rural,45299.0,46362.0,18493.0,0.477
17957,County_17957,Kentucky,Rural,47276.0,44953.0,14445.0,0.478
23953,County_23953,Minnesota,Urban,46294.0,46213.0,25273.0,0.463
44883,County_44883,Utah,Rural,64432.0,64700.0,23164.0,0.435
