COUNTYFIPS,COUNTY,STATE,community_type,disability_rate_pct,child_disability_rate_pct,nonvet_disability_18_64_pct,vet_disability_18_64_pct
24819,County_24819,Mississippi,Rural,23.61,11.08,17.42,27.63
27775,County_27775,Nebraska,Rural,24.44,14.22,21.31,28.36
54963,County_54963,Other,Urban,21.58,10.99,20.75,29.91
27041,County_27041,Nebraska,Urban,26.16,15.08,20.28,36.75
56649,County_56649,Other,Rural,30.66,14.49,24.3,35.74
18415,County_18415,Louisiana,Rural,13.25,7.54,11.58,20.54
45515,County_45515,Vermont,Rural,16.35,9.48,12.54,22.19
9223,County_9223,Florida,Suburban/Small City,14.72,6.88,13.29,29.71
37317,County_37317,Oregon,Rural,20.27,9.87,18.44,31.97
29981,County_29981,New Hampshire,Rural,20.12,8.66,17.15,19.77
6211,County_6211,Colorado,Rural,20.05,7.47,17.9,20.1
10477,County_10477,Georgia,Rural,19.57,7.86,13.86,40.16
9835,County_9835,Florida,Rural,14.6,6.99,12.72,25.13
32241,County_32241,New York,Rural,17.61,9.22,17.25,32.41
54903,County_54903,Other,Urban,8.52,3.42,5.65,25.51
45947,County_45947,Vermont,Rural,30.77,,26.53,34.07
9787,County_9787,Florida,Rural,14.52,4.25,13.52,28.75
44011,County_44011,Utah,Urban,27.63,10.11,28.36,37.39
41863,County_41863,South Dakota,Rural,,10.31,22.34,31.95
35433,County_35433,Ohio,Urban,19.48,11.53,,31.25
7401,County_7401,Connecticut,Rural,30.85,14.72,,43.16
53577,County_53577,Other,Rural,30.89,14.95,25.49,44.57
50495,County_50495,Wyoming,Rural,22.52,11.23,19.01,25.4
38425,County_38425,Pennsylvania,Urban,24.13,12.64,22.87,33.79
51053,County_51053,Other,Urban,,2.4,9.83,24.13
43589,County_43589,Texas,Urban,19.94,10.76,16.57,31.06
36921,County_36921,Oklahoma,Urban,31.38,16.87,27.28,39.12
19853,County_19853,Maine,Rural,19.52,10.82,16.99,24.16
41763,County_41763,South Dakota,Rural,14.65,8.27,12.12,36.94
6749,County_6749,Colorado,Rural,35.5,18.69,30.11,34.42
9691,County_9691,Florida,Urban,12.94,6.17,13.53,28.79
20341,County_20341,Maryland,Urban,21.77,12.49,20.54,35.4
48217,County_48217,West Virginia,Rural,20.51,11.42,13.42,29.43
40611,County_40611,South Carolina,Rural,28.38,14.28,20.91,32.56
13961,County_13961,Illinois,Rural,20.36,8.23,19.29,30.46
3987,County_3987,Arizona,Rural,34.97,18.88,28.91,37.55
32871,County_32871,New York,Rural,,10.88,18.4,23.45
35963,County_35963,Ohio,Rural,17.47,9.46,15.03,35.31
22401,County_22401,Michigan,Urban,22.82,10.19,21.55,29.75
17613,County_17613,Kentucky,Suburban/Small City,15.93,9.92,10.95,25.93
22329,County_22329,Michigan,Rural,22.13,9.95,19.85,16.71
42313,County_42313,Tennessee,Rural,35.96,16.53,33.49,43.96
48061,County_48061,West Virginia,Rural,6.54,7.31,7.63,20.78
2217,County_2217,Alaska,Rural,22.32,9.58,17.84,29.32
15453,County_15453,Iowa,Rural,24.72,13.73,24.18,33.54
56365,County_56365,Other,Urban,17.05,7.77,14.41,31.33
37599,County_37599,Oregon,Rural,16.84,7.6,16.32,22.02
2817,County_2817,Alaska,Rural,26.07,13.73,25.63,40.53
8777,County_8777,Delaware,Rural,32.58,18.11,27.84,36.5
32497,County_32497,New York,Rural,34.96,15.77,33.3,27.27
27981,County_27981,Nebraska,Rural,27.69,12.97,25.63,36.77
55723,County_55723,Other,Urban,29.82,13.57,26.41,34.61
50537,County_50537,Wyoming,Urban,26.29,11.67,23.7,32.23
27905,County_27905,Nebraska,Rural,26.08,11.98,22.67,35.69
47537,County_47537,Washington,Rural,20.91,11.65,20.28,22.11
40071,County_40071,South Carolina,Rural,29.93,12.4,22.1,35.86
49971,County_49971,Wisconsin,Urban,9.95,5.04,7.65,15.99
13521,County_13521,Illinois,Rural,25.85,11.89,20.58,31.31
54147,County_54147,Other,Urban,21.03,10.53,18.65,26.33
8185,County_8185,Delaware,Rural,15.14,8.73,17.07,29.19
49061,County_49061,Wisconsin,Urban,27.53,15.64,24.17,44.6
50845,County_50845,Wyoming,Rural,18.43,8.65,19.18,23.77
49029,County_49029,Wisconsin,Suburban/Small City,16.95,9.51,10.94,40.15
16493,County_16493,Kansas,Urban,23.36,11.43,19.12,32.79
21223,County_21223,Massachusetts,Rural,32.11,15.94,27.37,
49339,County_49339,Wisconsin,Rural,34.69,17.56,28.32,39.89
50393,County_50393,Wyoming,Urban,23.43,14.13,19.55,37.39
25807,County_25807,Missouri,Rural,10.7,3.7,6.51,35.69
51569,County_51569,Other,Urban,24.42,12.07,18.12,42.26
40665,County_40665,South Carolina,Rural,16.71,9.44,11.68,37.25
2011,County_2011,Alaska,Rural,22.26,7.87,16.04,31.93
3505,County_3505,Arizona,Suburban/Small City,,9.85,19.02,30.16
23551,County_23551,Minnesota,Rural,25.61,14.4,22.47,33.21
23273,County_23273,Minnesota,Urban,17.69,9.52,17.28,33.39
11113,County_11113,Hawaii,Rural,28.75,13.5,26.8,32.95
33783,County_33783,North Carolina,Rural,30.2,14.67,23.97,41.29
36329,County_36329,Oklahoma,Rural,28.22,11.8,24.81,35.37
45091,County_45091,Vermont,Urban,14.45,,13.42,31.08
10583,County_10583,Georgia,Urban,14.13,5.44,13.41,28.83
48403,County_48403,West Virginia,Urban,16.94,8.6,12.09,30.76
12343,County_12343,Idaho,Rural,12.32,9.03,12.48,29.48
2817,County_2817,Alaska,Rural,22.19,12.77,17.48,32.61
37965,County_37965,Oregon,Suburban/Small City,8.06,4.1,9.8,29.92
27379,County_27379,Nebraska,Suburban/Small City,28.31,11.42,27.24,37.32
40207,County_40207,South Carolina,Rural,25.79,14.51,19.51,27.55
4097,County_4097,Arkansas,Rural,29.88,13.22,27.41,41.6
3417,County_3417,Arizona,Rural,10.54,5.08,9.37,28.76
51629,County_51629,Other,Urban,19.91,8.79,,34.87
33019,County_33019,North Carolina,Urban,32.37,,,35.91
34105,County_34105,North Dakota,Suburban/Small City,23.33,11.11,23.64,30.7
39165,County_39165,Rhode Island,Rural,18.55,12.42,15.19,35.5
35495,County_35495,Ohio,Urban,30.9,15.37,26.62,33.54
7639,County_7639,Connecticut,Urban,24.42,12.71,21.09,35.68
32711,County_32711,New York,Urban,19.76,11.11,14.88,24.7
11571,County_11571,Hawaii,Rural,16.84,8.1,15.34,28.95
6465,County_6465,Colorado,Urban,12.54,7.53,10.24,24.21
49955,County_49955,Wisconsin,Urban,15.73,,15.84,32.11
38251,County_38251,Pennsylvania,Urban,28.69,16.19,25.44,33.24
34105,County_34105,North Dakota,Rural,14.84,8.13,9.91,24.76
13495,County_13495,Illinois,Urban,26.94,12.93,25.75,27.56
23375,County_23375,Minnesota,Urban,20.18,11.45,17.28,28.16
17885,County_17885,Kentucky,Urban,22.41,11.35,19.15,44.63
6083,County_6083,Colorado,Rural,22.08,10.91,21.7,36.44
36861,County_36861,Oklahoma,Urban,16.62,10.89,14.15,33.21
8843,County_8843,Delaware,Urban,15.48,7.35,13.05,29.46
50889,County_50889,Wyoming,Rural,,5.1,8.79,26.56
19971,County_19971,Maine,Urban,35.02,18.6,27.57,47.26
53901,County_53901,Other,Rural,24.08,12.67,20.01,37.91
37221,County_37221,Oregon,Suburban/Small City,14.79,5.39,10.18,26.01
35291,County_35291,Ohio,Rural,27.13,12.1,24.26,41.93
9251,County_9251,Florida,Rural,17.6,8.67,19.05,28.54
50781,County_50781,Wyoming,Urban,17.88,7.99,17.11,25.84
18917,County_18917,Louisiana,Rural,27.65,11.23,21.64,34.99
1491,County_1491,Alabama,Rural,26.09,10.39,19.54,34.59
9473,County_9473,Florida,Rural,17.19,,15.2,24.47
38877,County_38877,Pennsylvania,Urban,16.49,7.3,11.79,23.69
34619,County_34619,North Dakota,Suburban/Small City,22.17,13.19,17.17,
46715,County_46715,Virginia,Urban,28.99,15.88,24.36,36.51
27921,County_27921,Nebraska,Rural,32.21,16.34,26.7,35.65
16159,County_16159,Kansas,Urban,23.39,13.28,16.61,31.6
36661,County_36661,Oklahoma,Urban,20.22,9.13,18.44,22.08
40095,County_40095,South Carolina,Rural,18.88,8.29,14.61,25.77
22655,County_22655,Michigan,Suburban/Small City,30.07,12.84,29.99,39.64
20935,County_20935,Maryland,Urban,19.0,10.8,16.96,27.72
47411,County_47411,Washington,Urban,21.92,8.62,17.97,33.48
49053,County_49053,Wisconsin,Rural,27.45,16.86,24.44,29.51
11917,County_11917,Hawaii,Urban,21.12,10.27,16.21,23.58
52111,County_52111,Other,Urban,11.04,6.95,10.4,33.62
31145,County_31145,New Mexico,Suburban/Small City,23.73,11.35,20.28,37.83
15919,County_15919,Iowa,Urban,10.07,5.77,9.37,25.82
38405,County_38405,Pennsylvania,Rural,17.13,9.25,13.95,25.42
11743,County_11743,Hawaii,Rural,24.24,10.46,21.34,37.4
43317,County_43317,Texas,Rural,16.4,5.99,14.25,31.38
41563,County_41563,South Dakota,Rural,25.53,11.19,23.18,34.05
21007,County_21007,Massachusetts,Urban,15.83,8.11,9.61,30.74
39093,County_39093,Rhode Island,Urban,12.95,6.51,9.15,
30803,County_30803,New Jersey,Rural,14.33,6.92,13.38,29.29
2041,County_2041,Alaska,Urban,21.33,10.37,19.99,25.31
30155,County_30155,New Jersey,Urban,28.81,14.25,23.97,42.26
23289,County_23289,Minnesota,Rural,18.53,,14.39,30.6
17221,County_17221,Kentucky,Rural,16.88,8.53,14.33,21.67
9895,County_9895,Florida,Rural,10.96,4.0,12.06,23.84
42191,County_42191,Tennessee,Urban,14.26,4.29,12.91,32.9
45367,County_45367,Vermont,Rural,26.71,13.76,21.51,31.31
19223,County_19223,Maine,Rural,28.79,15.5,25.76,35.41
26905,County_26905,Montana,Rural,25.84,12.04,21.14,25.12
29275,County_29275,New Hampshire,Rural,21.33,11.28,18.35,26.7
2021,County_2021,Alaska,Rural,18.83,9.68,16.53,31.49
45151,County_45151,Vermont,Rural,29.59,12.45,24.41,42.18
33213,County_33213,North Carolina,Suburban/Small City,21.87,11.41,18.67,31.63
37639,County_37639,Oregon,Urban,26.3,,22.42,31.19
7359,County_7359,Connecticut,Rural,5.79,,3.87,29.52
7147,County_7147,Connecticut,Rural,21.73,11.27,20.57,37.99
17989,County_17989,Kentucky,Urban,19.36,10.0,16.53,27.98
37483,County_37483,Oregon,Rural,26.74,15.38,24.42,43.74
23253,County_23253,Minnesota,Rural,28.69,12.2,24.67,38.05
1701,County_1701,Alabama,Urban,28.39,17.56,25.57,38.14
50651,County_50651,Wyoming,Suburban/Small City,19.5,9.31,15.06,33.82
44831,County_44831,Utah,Rural,20.53,11.71,19.0,30.03
16157,County_16157,Kansas,Rural,27.3,15.05,24.89,28.3
4199,County_4199,Arkansas,Urban,31.44,13.6,28.41,40.89
8163,County_8163,Delaware,Suburban/Small City,12.06,7.1,11.36,33.92
3275,County_3275,Arizona,Rural,16.98,7.67,14.87,26.3
13627,County_13627,Illinois,Urban,25.93,13.91,21.42,35.08
21889,County_21889,Massachusetts,Suburban/Small City,28.11,13.18,21.95,
51935,County_51935,Other,Rural,20.99,14.21,16.42,26.32
47749,County_47749,Washington,Urban,16.06,8.21,15.87,27.07
29653,County_29653,New Hampshire,Rural,25.75,11.71,20.76,29.88
10481,County_10481,Georgia,Urban,26.81,16.37,24.95,34.62
53733,County_53733,Other,Suburban/Small City,27.73,13.54,24.33,37.5
39667,County_39667,Rhode Island,Rural,18.35,11.68,14.96,30.34
14583,County_14583,Indiana,Urban,33.24,15.87,29.64,39.19
23919,County_23919,Minnesota,Rural,26.7,15.21,21.86,29.33
43657,County_43657,Texas,Urban,23.15,,16.5,32.64
53115,County_53115,Other,Rural,14.63,6.02,11.81,27.05
36777,County_36777,Oklahoma,Rural,25.35,10.35,23.88,41.45
35487,County_35487,Ohio,Rural,21.52,11.16,16.75,30.9
26543,County_26543,Montana,Suburban/Small City,18.41,9.65,13.2,22.4
27161,County_27161,Nebraska,Urban,23.15,12.17,18.47,32.64
22769,County_22769,Michigan,Rural,14.56,6.25,13.48,23.03
20361,County_20361,Maryland,Urban,21.64,12.31,22.49,30.11
23703,County_23703,Minnesota,Urban,26.89,11.65,24.12,42.16
33749,County_33749,North Carolina,Rural,18.62,10.33,,32.21
18767,County_18767,Louisiana,Urban,22.58,11.81,18.58,33.46
21785,County_21785,Massachusetts,Suburban/Small City,32.52,14.17,26.84,34.19
35133,County_35133,Ohio,Rural,12.89,7.52,10.01,26.73
15763,County_15763,Iowa,Rural,14.09,6.81,8.42,28.61
53917,County_53917,Other,Rural,15.4,8.26,,32.13
32239,County_32239,New York,Rural,31.01,16.69,28.56,43.1
35359,County_35359,Ohio,Urban,22.18,12.44,19.57,27.48
11803,County_11803,Hawaii,Urban,16.6,9.3,12.95,
4371,County_4371,Arkansas,Rural,21.08,10.23,18.56,33.5
41745,County_41745,South Dakota,Urban,21.72,9.78,20.27,40.07
7167,County_7167,Connecticut,Rural,28.8,13.93,23.44,43.07
54403,County_54403,Other,Rural,21.75,11.74,17.78,28.89
45903,County_45903,Vermont,Urban,26.01,16.98,23.38,35.37
7667,County_7667,Connecticut,Rural,17.21,7.71,13.89,29.97
7455,County_7455,Connecticut,Urban,15.13,8.24,,30.22
7589,County_7589,Connecticut,Rural,14.47,8.06,7.71,25.09
51839,County_51839,Other,Suburban/Small City,26.84,13.13,21.85,40.61
13221,County_13221,Illinois,Urban,20.88,11.45,17.03,29.86
16051,County_16051,Kansas,Rural,27.33,16.23,20.77,38.61
42089,County_42089,Tennessee,Rural,32.98,16.7,28.41,35.28
52163,County_52163,Other,Rural,20.33,,16.8,29.43
35305,County_35305,Ohio,Rural,9.56,4.52,7.61,27.06
8285,County_8285,Delaware,Rural,25.68,10.49,21.21,42.35
11431,County_11431,Hawaii,Rural,16.99,8.34,13.02,24.19
21245,County_21245,Massachusetts,Rural,27.63,12.44,22.57,35.51
14707,County_14707,Indiana,Rural,19.37,9.92,13.15,23.82
13281,County_13281,Illinois,Rural,21.91,11.28,21.35,37.42
53403,County_53403,Other,Suburban/Small City,18.1,8.98,13.9,26.24
38453,County_38453,Pennsylvania,Rural,22.02,8.54,17.97,28.7
44133,County_44133,Utah,Rural,20.22,12.45,19.32,27.3
22537,County_22537,Michigan,Urban,,10.26,20.04,23.68
41763,County_41763,South Dakota,Urban,21.09,12.42,17.84,31.07
30415,County_30415,New Jersey,Rural,28.92,12.44,25.9,43.39
22481,County_22481,Michigan,Rural,21.98,13.05,20.01,27.71
31873,County_31873,New Mexico,Rural,18.61,8.81,18.68,37.01
8279,County_8279,Delaware,Urban,10.24,3.03,9.69,26.12
41885,County_41885,South Dakota,Rural,26.98,14.45,22.32,41.96
14781,County_14781,Indiana,Rural,23.65,12.18,17.57,27.47
4487,County_4487,Arkansas,Rural,24.02,12.13,20.92,41.44
10437,County_10437,Georgia,Rural,29.55,13.23,24.27,27.33
21133,County_21133,Massachusetts,Urban,29.84,15.08,25.42,36.89
5663,County_5663,California,Rural,24.18,10.54,25.02,35.89
16615,County_16615,Kansas,Rural,26.77,11.37,21.61,33.94
45609,County_45609,Vermont,Suburban/Small City,25.51,12.55,21.26,35.05
14883,County_14883,Indiana,Rural,26.02,15.43,24.15,28.41
6921,County_6921,Colorado,Suburban/Small City,28.32,14.72,21.04,41.77
51261,County_51261,Other,Rural,15.85,5.0,13.31,26.71
14279,County_14279,Indiana,Urban,25.36,10.45,,34.4
1389,County_1389,Alabama,Urban,18.5,,,29.87
32177,County_32177,New York,Urban,29.45,16.37,,36.51
47757,County_47757,Washington,Suburban/Small City,26.28,12.43,19.77,33.13
28425,County_28425,Nevada,Suburban/Small City,29.29,16.32,25.64,33.54
27979,County_27979,Nebraska,Rural,24.76,15.88,21.27,33.35
7921,County_7921,Connecticut,Urban,20.03,10.77,18.79,29.13
16987,County_16987,Kansas,Rural,23.95,13.13,21.45,29.11
48883,County_48883,West Virginia,Urban,22.42,11.84,15.49,31.58
22901,County_22901,Michigan,Rural,27.16,15.15,20.3,27.72
49549,County_49549,Wisconsin,Rural,25.38,13.51,19.89,36.53
33913,County_33913,North Carolina,Rural,15.54,6.57,13.71,29.75
22085,County_22085,Michigan,Rural,28.48,13.39,26.32,31.92
45499,County_45499,Vermont,Rural,26.99,13.06,23.7,28.64
4925,County_4925,Arkansas,Rural,17.63,8.4,15.33,32.68
34003,County_34003,North Dakota,Urban,29.91,15.65,26.21,39.27
26273,County_26273,Montana,Suburban/Small City,19.6,10.58,14.95,40.39
28799,County_28799,Nevada,Rural,24.93,12.75,21.83,32.9
55417,County_55417,Other,Rural,20.94,11.19,17.92,28.44
29597,County_29597,New Hampshire,Urban,17.23,7.73,,26.46
39125,County_39125,Rhode Island,Rural,19.37,9.62,17.63,19.74
2309,County_2309,Alaska,Rural,21.5,,16.67,30.52
50919,County_50919,Wyoming,Urban,22.32,12.39,18.17,28.84
53733,County_53733,Other,Urban,10.64,3.55,11.12,20.91
2671,County_2671,Alaska,Rural,20.88,10.85,15.58,31.77
6011,County_6011,Colorado,Rural,15.0,8.85,13.56,28.3
27765,County_27765,Nebraska,Urban,15.69,8.27,8.76,28.3
39437,County_39437,Rhode Island,Suburban/Small City,26.24,11.74,22.12,28.04
10629,County_10629,Georgia,Rural,17.09,9.05,13.71,24.63
47859,County_47859,Washington,Rural,25.7,13.75,18.73,38.58
1277,County_1277,Alabama,Suburban/Small City,27.79,15.1,25.17,37.82
51375,County_51375,Other,Rural,31.19,13.94,27.31,24.35
48699,County_48699,West Virginia,Rural,26.92,14.56,,40.53
38737,County_38737,Pennsylvania,Rural,26.57,14.02,23.19,34.72
32109,County_32109,New York,Rural,23.08,11.22,18.93,26.38
34121,County_34121,North Dakota,Rural,11.19,7.42,10.67,24.09
16521,County_16521,Kansas,Rural,20.58,10.69,21.24,36.88
36155,County_36155,Oklahoma,Urban,12.67,7.27,14.76,17.99
5297,County_5297,California,Urban,32.05,17.24,25.93,44.53
7713,County_7713,Connecticut,Rural,32.38,13.67,22.98,32.91
3783,County_3783,Arizona,Urban,13.58,9.46,11.17,20.48
29941,County_29941,New Hampshire,Suburban/Small City,19.94,11.78,15.42,31.62
14505,County_14505,Indiana,Rural,30.71,16.37,26.88,36.74
9163,County_9163,Florida,Urban,23.64,12.26,21.18,31.35
34189,County_34189,North Dakota,Rural,14.85,8.06,12.41,25.86
34643,County_34643,North Dakota,Rural,30.86,16.47,23.65,30.27
43713,County_43713,Texas,Rural,13.53,8.01,12.65,16.38
34751,County_34751,North Dakota,Suburban/Small City,27.22,13.37,23.22,35.67
37151,County_37151,Oregon,Rural,22.14,11.55,23.13,39.84
27349,County_27349,Nebraska,Rural,23.21,12.45,20.58,36.99
31591,County_31591,New Mexico,Suburban/Small City,19.55,13.57,16.78,31.81
25193,County_25193,Missouri,Suburban/Small City,24.56,11.81,19.78,39.04
31391,County_31391,New Mexico,Urban,30.91,,24.18,37.92
25481,County_25481,Missouri,Urban,26.66,14.56,23.99,38.78
32491,County_32491,New York,Urban,27.22,14.56,23.07,34.9
37457,County_37457,Oregon,Rural,19.61,11.0,15.66,31.39
18117,County_18117,Louisiana,Rural,25.11,11.4,21.78,38.13
10147,County_10147,Georgia,Urban,32.91,15.75,26.07,27.52
7683,County_7683,Connecticut,Urban,30.64,16.98,23.93,33.81
51985,County_51985,Other,Rural,29.87,16.72,30.89,45.22
22231,County_22231,Michigan,Urban,18.14,9.81,10.16,33.24
18777,County_18777,Louisiana,Rural,26.43,14.44,21.01,38.87
19011,County_19011,Maine,Rural,20.53,7.81,17.51,27.33
45023,County_45023,Vermont,Urban,14.51,7.46,12.22,24.54
48067,County_48067,West Virginia,Urban,19.47,10.26,14.77,24.56
44889,County_44889,Utah,Rural,28.59,14.03,24.07,33.21
40029,County_40029,South Carolina,Rural,26.76,14.23,22.86,40.63
31911,County_31911,New Mexico,Suburban/Small City,30.81,15.86,25.35,43.87
47415,County_47415,Washington,Rural,36.47,16.43,34.19,45.33
12863,County_12863,Idaho,Rural,34.79,17.85,25.35,36.56
36613,County_36613,Oklahoma,Urban,32.01,14.97,,31.86
35307,County_35307,Ohio,Rural,28.59,14.45,24.08,39.97
39313,County_39313,Rhode Island,Rural,14.05,7.61,11.16,25.39
55321,County_55321,Other,Urban,17.41,6.12,15.88,34.65
4479,County_4479,Arkansas,Suburban/Small City,18.12,11.03,15.1,32.26
25507,County_25507,Missouri,Urban,17.25,,11.5,22.92
31955,County_31955,New Mexico,Rural,12.76,6.75,13.9,34.48
10087,County_10087,Georgia,Rural,24.37,13.33,18.78,34.16
52321,County_52321,Other,Urban,18.8,8.34,13.53,32.13
2761,County_2761,Alaska,Suburban/Small City,27.43,15.95,21.57,39.28
2151,County_2151,Alaska,Rural,20.8,9.72,19.01,30.94
35131,County_35131,Ohio,Rural,25.28,12.22,21.2,37.28
31135,County_31135,New Mexico,Rural,33.18,16.91,30.64,39.8
19361,County_19361,Maine,Urban,19.59,8.71,13.9,36.72
18641,County_18641,Louisiana,Rural,21.41,10.4,16.39,31.43
42569,County_42569,Tennessee,Urban,23.49,15.25,19.87,35.78
51679,County_51679,Other,Rural,7.41,2.68,5.81,24.6
22313,County_22313,Michigan,Rural,11.01,5.97,13.39,26.57
13831,County_13831,Illinois,Rural,9.18,6.6,11.07,20.72
13173,County_13173,Illinois,Rural,22.91,11.52,22.37,33.11
29171,County_29171,New Hampshire,Rural,21.16,8.95,,
28927,County_28927,Nevada,Rural,22.97,12.1,19.75,43.97
41519,County_41519,South Dakota,Rural,24.49,11.28,17.53,32.81
10057,County_10057,Georgia,Rural,12.02,5.59,12.72,26.65
10915,County_10915,Georgia,Rural,19.83,9.61,14.75,24.49
37189,County_37189,Oregon,Rural,31.31,16.39,31.21,34.32
12069,County_12069,Idaho,Urban,29.44,17.46,24.91,34.49
20131,County_20131,Maryland,Rural,31.19,13.57,26.32,37.72
25847,County_25847,Missouri,Rural,29.15,12.54,21.91,32.56
48893,County_48893,West Virginia,Rural,26.21,11.96,26.78,36.57
38167,County_38167,Pennsylvania,Rural,20.48,9.74,14.22,26.19
3083,County_3083,Arizona,Urban,13.31,7.51,9.37,34.59
25249,County_25249,Missouri,Urban,15.26,5.34,11.57,25.01
37317,County_37317,Oregon,Urban,16.29,5.21,13.72,26.76
17645,County_17645,Kentucky,Rural,25.26,9.87,16.01,
11767,County_11767,Hawaii,Urban,15.24,9.24,11.43,18.8
34583,County_34583,North Dakota,Rural,24.19,8.6,19.79,31.19
18495,County_18495,Louisiana,Urban,,16.38,33.68,36.38
34135,County_34135,North Dakota,Rural,31.61,15.52,23.88,33.99
41725,County_41725,South Dakota,Urban,15.74,6.32,12.54,29.54
3153,County_3153,Arizona,Suburban/Small City,25.54,11.88,20.96,30.76
37251,County_37251,Oregon,Rural,29.38,17.52,25.61,40.47
8117,County_8117,Delaware,Rural,5.52,2.67,2.0,19.91
44073,County_44073,Utah,Rural,23.75,12.14,19.13,22.73
45233,County_45233,Vermont,Urban,31.34,15.97,25.23,45.41
13425,County_13425,Illinois,Rural,17.83,8.61,13.49,21.21
38363,County_38363,Pennsylvania,Rural,32.87,,28.62,37.39
29183,County_29183,New Hampshire,Urban,30.24,14.66,27.22,42.61
55563,County_55563,Other,Rural,14.56,6.73,10.76,33.51
31363,County_31363,New Mexico,Rural,32.26,16.75,28.46,39.06
56613,County_56613,Other,Rural,17.11,8.32,15.37,27.22
21545,County_21545,Massachusetts,Rural,16.31,,17.37,29.69
15467,County_15467,Iowa,Urban,17.49,8.32,13.08,31.13
49565,County_49565,Wisconsin,Rural,23.73,10.97,19.76,33.21
53515,County_53515,Other,Rural,23.24,12.46,19.8,25.5
18981,County_18981,Louisiana,Suburban/Small City,,15.82,23.69,27.16
17213,County_17213,Kentucky,Urban,18.86,11.64,13.57,29.47
4459,County_4459,Arkansas,Rural,7.85,2.64,5.32,21.06
18987,County_18987,Louisiana,Suburban/Small City,31.33,18.06,25.08,30.87
43525,County_43525,Texas,Urban,15.44,9.11,11.51,32.44
45767,County_45767,Vermont,Rural,18.15,8.11,14.18,
