COUNTYFIPS,COUNTY,STATE,rucc_2013_code,community_type,nchs_urban_rural_code
13709,County_13709,Illinois,2.0,Urban,2.0
10629,County_10629,Georgia,1.0,Urban,1.0
35835,County_35835,Ohio,8.0,Rural,6.0
42161,County_42161,Tennessee,1.0,Urban,1.0
51875,County_51875,Other,7.0,Rural,5.0
21499,County_21499,Massachusetts,2.0,Urban,2.0
50207,County_50207,Wyoming,8.0,Rural,6.0
39795,County_39795,Rhode Island,5.0,Suburban/Small City,4.0
19005,County_19005,Maine,2.0,Urban,2.0
15283,County_15283,Iowa,8.0,Rural,6.0
31395,County_31395,New Mexico,1.0,Urban,1.0
50679,County_50679,Wyoming,8.0,Rural,6.0
32175,County_32175,New York,1.0,Urban,1.0
26265,County_26265,Montana,9.0,Rural,6.0
33309,County_33309,North Carolina,4.0,Suburban/Small City,4.0
40119,County_40119,South Carolina,7.0,Rural,5.0
37849,County_37849,Oregon,7.0,Rural,5.0
25841,County_25841,Missouri,1.0,Urban,1.0
50829,County_50829,Wyoming,8.0,Rural,6.0
8767,County_8767,Delaware,3.0,Urban,3.0
21599,County_21599,Massachusetts,1.0,Urban,1.0
29257,County_29257,New Hampshire,8.0,Rural,6.0
44305,County_44305,Utah,2.0,Urban,2.0
29933,County_29933,New Hampshire,3.0,Urban,3.0
40943,County_40943,South Carolina,9.0,Rural,6.0
26389,County_26389,Montana,1.0,Urban,1.0
32907,County_32907,New York,1.0,Urban,1.0
17205,County_17205,Kentucky,1.0,Urban,1.0
21075,County_21075,Massachusetts,9.0,Rural,6.0
2313,County_2313,Alaska,8.0,Rural,6.0
18911,County_18911,Louisiana,9.0,Rural,6.0
54357,County_54357,Other,8.0,Rural,6.0
19467,County_19467,Maine,5.0,Suburban/Small City,4.0
28459,County_28459,Nevada,6.0,Rural,5.0
48801,County_48801,West Virginia,2.0,Urban,2.0
54465,County_54465,Other,7.0,Rural,5.0
29157,County_29157,New Hampshire,4.0,Suburban/Small City,4.0
12133,County_12133,Idaho,6.0,Rural,5.0
38881,County_38881,Pennsylvania,9.0,Rural,6.0
12935,County_12935,Idaho,5.0,Suburban/Small City,4.0
34995,County_34995,North Dakota,1.0,Urban,1.0
31417,County_31417,New Mexico,6.0,Rural,5.0
2895,County_2895,Alaska,3.0,Urban,3.0
22337,County_22337,Michigan,7.0,Rural,5.0
55565,County_55565,Other,6.0,Rural,5.0
12869,County_12869,Idaho,2.0,Urban,2.0
40993,County_40993,South Carolina,3.0,Urban,3.0
49991,County_49991,Wisconsin,1.0,Urban,1.0
2573,County_2573,Alaska,8.0,Rural,6.0
12109,County_12109,Idaho,7.0,Rural,5.0
13807,County_13807,Illinois,8.0,Rural,6.0
31979,County_31979,New Mexico,2.0,Urban,2.0
53507,County_53507,Other,8.0,Rural,6.0
2277,County_2277,Alaska,9.0,Rural,6.0
30841,County_30841,New Jersey,8.0,Rural,6.0
39731,County_39731,Rhode Island,9.0,Rural,6.0
13143,County_13143,Illinois,2.0,Urban,2.0
35201,County_35201,Ohio,7.0,Rural,5.0
44039,County_44039,Utah,1.0,Urban,1.0
55377,County_55377,Other,2.0,Urban,2.0
13589,County_13589,Illinois,8.0,Rural,6.0
22193,County_22193,Michigan,3.0,Urban,3.0
31647,County_31647,New Mexico,7.0,Rural,5.0
45623,County_45623,Vermont,8.0,Rural,6.0
55047,County_55047,Other,9.0,Rural,6.0
3779,County_3779,Arizona,5.0,Suburban/Small City,4.0
45499,County_45499,Vermont,8.0,Rural,6.0
22623,County_22623,Michigan,4.0,Suburban/Small City,4.0
35907,County_35907,Ohio,8.0,Rural,6.0
41921,County_41921,South Dakota,6.0,Rural,5.0
32559,County_32559,New York,2.0,Urban,2.0
45521,County_45521,Vermont,8.0,Rural,6.0
36513,County_36513,Oklahoma,6.0,Rural,5.0
46175,County_46175,Virginia,9.0,Rural,6.0
46129,County_46129,Virginia,1.0,Urban,1.0
18167,County_18167,Louisiana,8.0,Rural,6.0
2179,County_2179,Alaska,9.0,Rural,6.0
29643,County_29643,New Hampshire,5.0,Suburban/Small City,4.0
38567,County_38567,Pennsylvania,1.0,Urban,1.0
50007,County_50007,Wyoming,2.0,Urban,2.0
53117,County_53117,Other,4.0,Suburban/Small City,4.0
47553,County_47553,Washington,2.0,Urban,2.0
1375,County_1375,Alabama,8.0,Rural,6.0
46825,County_46825,Virginia,6.0,Rural,5.0
31721,County_31721,New Mexico,3.0,Urban,3.0
41025,County_41025,South Dakota,8.0,Rural,6.0
51173,County_51173,Other,3.0,Urban,3.0
56259,County_56259,Other,8.0,Rural,6.0
35449,County_35449,Ohio,8.0,Rural,6.0
55715,County_55715,Other,3.0,Urban,3.0
17239,County_17239,Kentucky,6.0,Rural,5.0
3875,County_3875,Arizona,9.0,Rural,6.0
17937,County_17937,Kentucky,6.0,Rural,5.0
13669,County_13669,Illinois,3.0,Urban,3.0
14639,County_14639,Indiana,5.0,Suburban/Small City,4.0
44981,County_44981,Utah,9.0,Rural,6.0
38953,County_38953,Pennsylvania,4.0,Suburban/Small City,4.0
37263,County_37263,Oregon,2.0,Urban,2.0
49653,County_49653,Wisconsin,8.0,Rural,6.0
40971,County_40971,South Carolina,9.0,Rural,6.0
32971,County_32971,New York,1.0,Urban,1.0
35979,County_35979,Ohio,3.0,Urban,3.0
40467,County_40467,South Carolina,8.0,Rural,6.0
43727,County_43727,Texas,9.0,Rural,6.0
3799,County_3799,Arizona,9.0,Rural,6.0
12781,County_12781,Idaho,3.0,Urban,3.0
46395,County_46395,Virginia,9.0,Rural,6.0
45823,County_45823,Vermont,9.0,Rural,6.0
29085,County_29085,New Hampshire,8.0,Rural,6.0
39789,County_39789,Rhode Island,3.0,Urban,3.0
12701,County_12701,Idaho,3.0,Urban,3.0
5231,County_5231,California,1.0,Urban,1.0
3717,County_3717,Arizona,9.0,Rural,6.0
4141,County_4141,Arkansas,9.0,Rural,6.0
35503,County_35503,Ohio,3.0,Urban,3.0
50147,County_50147,Wyoming,5.0,Suburban/Small City,4.0
5957,County_5957,California,7.0,Rural,5.0
43307,County_43307,Texas,3.0,Urban,3.0
40623,County_40623,South Carolina,6.0,Rural,5.0
27153,County_27153,Nebraska,6.0,Rural,5.0
52201,County_52201,Other,5.0,Suburban/Small City,4.0
51913,County_51913,Other,4.0,Suburban/Small City,4.0
5875,County_5875,California,7.0,Rural,5.0
44295,County_44295,Utah,8.0,Rural,6.0
11413,County_11413,Hawaii,3.0,Urban,3.0
21263,County_21263,Massachusetts,8.0,Rural,6.0
38883,County_38883,Pennsylvania,5.0,Suburban/Small City,4.0
45103,County_45103,Vermont,3.0,Urban,3.0
29381,County_29381,New Hampshire,3.0,Urban,3.0
12321,County_12321,Idaho,1.0,Urban,1.0
6569,County_6569,Colorado,5.0,Suburban/Small City,4.0
2611,County_2611,Alaska,9.0,Rural,6.0
34581,County_34581,North Dakota,3.0,Urban,3.0
45891,County_45891,Vermont,4.0,Suburban/Small City,4.0
15371,County_15371,Iowa,6.0,Rural,5.0
55141,County_55141,Other,6.0,Rural,5.0
50223,County_50223,Wyoming,8.0,Rural,6.0
39623,County_39623,Rhode Island,6.0,Rural,5.0
40947,County_40947,South Carolina,1.0,Urban,1.0
7753,County_7753,Connecticut,4.0,Suburban/Small City,4.0
31463,County_31463,New Mexico,7.0,Rural,5.0
6101,County_6101,Colorado,5.0,Suburban/Small City,4.0
27907,County_27907,Nebraska,3.0,Urban,3.0
35687,County_35687,Ohio,5.0,Suburban/Small City,4.0
50941,County_50941,Wyoming,8.0,Rural,6.0
56003,County_56003,Other,1.0,Urban,1.0
19991,County_19991,Maine,7.0,Rural,5.0
25933,County_25933,Missouri,6.0,Rural,5.0
51119,County_51119,Other,5.0,Suburban/Small City,4.0
45961,County_45961,Vermont,3.0,Urban,3.0
30811,County_30811,New Jersey,6.0,Rural,5.0
41825,County_41825,South Dakota,5.0,Suburban/Small City,4.0
3655,County_3655,Arizona,6.0,Rural,5.0
50679,County_50679,Wyoming,9.0,Rural,6.0
7947,County_7947,Connecticut,2.0,Urban,2.0
19161,County_19161,Maine,3.0,Urban,3.0
49287,County_49287,Wisconsin,6.0,Rural,5.0
19415,County_19415,Maine,8.0,Rural,6.0
26373,County_26373,Montana,4.0,Suburban/Small City,4.0
39691,County_39691,Rhode Island,8.0,Rural,6.0
49209,County_49209,Wisconsin,7.0,Rural,5.0
51797,County_51797,Other,1.0,Urban,1.0
19121,County_19121,Maine,4.0,Suburban/Small City,4.0
24523,County_24523,Mississippi,1.0,Urban,1.0
23235,County_23235,Minnesota,2.0,Urban,2.0
46443,County_46443,Virginia,2.0,Urban,2.0
50009,County_50009,Wyoming,2.0,Urban,2.0
19055,County_19055,Maine,4.0,Suburban/Small City,4.0
7975,County_7975,Connecticut,2.0,Urban,2.0
54535,County_54535,Other,5.0,Suburban/Small City,4.0
18949,County_18949,Louisiana,9.0,Rural,6.0
17431,County_17431,Kentucky,1.0,Urban,1.0
9693,County_9693,Florida,5.0,Suburban/Small City,4.0
5927,County_5927,California,9.0,Rural,6.0
24795,County_24795,Mississippi,3.0,Urban,3.0
23831,County_23831,Minnesota,2.0,Urban,2.0
19435,County_19435,Maine,1.0,Urban,1.0
56273,County_56273,Other,3.0,Urban,3.0
15449,County_15449,Iowa,9.0,Rural,6.0
31661,County_31661,New Mexico,8.0,Rural,6.0
42301,County_42301,Tennessee,1.0,Urban,1.0
46869,County_46869,Virginia,1.0,Urban,1.0
44735,County_44735,Utah,2.0,Urban,2.0
45023,County_45023,Vermont,9.0,Rural,6.0
29509,County_29509,New Hampshire,1.0,Urban,1.0
36309,County_36309,Oklahoma,7.0,Rural,5.0
10217,County_10217,Georgia,3.0,Urban,3.0
44497,County_44497,Utah,9.0,Rural,6.0
20915,County_20915,Maryland,6.0,Rural,5.0
52071,County_52071,Other,1.0,Urban,1.0
8889,County_8889,Delaware,8.0,Rural,6.0
16261,County_16261,Kansas,9.0,Rural,6.0
30469,County_30469,New Jersey,5.0,Suburban/Small City,4.0
53585,County_53585,Other,4.0,Suburban/Small City,4.0
33701,County_33701,North Carolina,8.0,Rural,6.0
44817,County_44817,Utah,8.0,Rural,6.0
1449,County_1449,Alabama,8.0,Rural,6.0
24585,County_24585,Mississippi,9.0,Rural,6.0
41041,County_41041,South Dakota,6.0,Rural,5.0
20013,County_20013,Maryland,1.0,Urban,1.0
49231,County_49231,Wisconsin,8.0,Rural,6.0
46127,County_46127,Virginia,7.0,Rural,5.0
20373,County_20373,Maryland,9.0,Rural,6.0
25329,County_25329,Missouri,6.0,Rural,5.0
20341,County_20341,Maryland,1.0,Urban,1.0
5327,County_5327,California,6.0,Rural,5.0
5471,County_5471,California,6.0,Rural,5.0
29547,County_29547,New Hampshire,8.0,Rural,6.0
22529,County_22529,Michigan,2.0,Urban,2.0
31569,County_31569,New Mexico,1.0,Urban,1.0
27453,County_27453,Nebraska,2.0,Urban,2.0
34761,County_34761,North Dakota,9.0,Rural,6.0
2463,County_2463,Alaska,6.0,Rural,5.0
19227,County_19227,Maine,8.0,Rural,6.0
7295,County_7295,Connecticut,8.0,Rural,6.0
28763,County_28763,Nevada,2.0,Urban,2.0
12615,County_12615,Idaho,7.0,Rural,5.0
13379,County_13379,Illinois,2.0,Urban,2.0
30453,County_30453,New Jersey,6.0,Rural,5.0
38861,County_38861,Pennsylvania,2.0,Urban,2.0
27559,County_27559,Nebraska,7.0,Rural,5.0
3491,County_3491,Arizona,8.0,Rural,6.0
44069,County_44069,Utah,9.0,Rural,6.0
28515,County_28515,Nevada,1.0,Urban,1.0
20901,County_20901,Maryland,7.0,Rural,5.0
12375,County_12375,Idaho,3.0,Urban,3.0
37049,County_37049,Oregon,8.0,Rural,6.0
33561,County_33561,North Carolina,4.0,Suburban/Small City,4.0
28557,County_28557,Nevada,3.0,Urban,3.0
12687,County_12687,Idaho,9.0,Rural,6.0
27513,County_27513,Nebraska,4.0,Suburban/Small City,4.0
26631,County_26631,Montana,8.0,Rural,6.0
34353,County_34353,North Dakota,8.0,Rural,6.0
6343,County_6343,Colorado,2.0,Urban,2.0
31557,County_31557,New Mexico,9.0,Rural,6.0
3257,County_3257,Arizona,4.0,Suburban/Small City,4.0
42285,County_42285,Tennessee,5.0,Suburban/Small City,4.0
3797,County_3797,Arizona,8.0,Rural,6.0
42147,County_42147,Tennessee,5.0,Suburban/Small City,4.0
2217,County_2217,Alaska,5.0,Suburban/Small City,4.0
8465,County_8465,Delaware,8.0,Rural,6.0
43449,County_43449,Texas,9.0,Rural,6.0
10231,County_10231,Georgia,7.0,Rural,5.0
50139,County_50139,Wyoming,3.0,Urban,3.0
34017,County_34017,North Dakota,9.0,Rural,6.0
25771,County_25771,Missouri,6.0,Rural,5.0
37679,County_37679,Oregon,9.0,Rural,6.0
55665,County_55665,Other,8.0,Rural,6.0
13139,County_13139,Illinois,7.0,Rural,5.0
27743,County_27743,Nebraska,2.0,Urban,2.0
28699,County_28699,Nevada,8.0,Rural,6.0
30215,County_30215,New Jersey,4.0,Suburban/Small City,4.0
20461,County_20461,Maryland,7.0,Rural,5.0
26155,County_26155,Montana,9.0,Rural,6.0
33751,County_33751,North Carolina,6.0,Rural,5.0
53373,County_53373,Other,2.0,Urban,2.0
11429,County_11429,Hawaii,8.0,Rural,6.0
50287,County_50287,Wyoming,3.0,Urban,3.0
24743,County_24743,Mississippi,2.0,Urban,2.0
48621,County_48621,West Virginia,7.0,Rural,5.0
40335,County_40335,South Carolina,7.0,Rural,5.0
38925,County_38925,Pennsylvania,6.0,Rural,5.0
47101,County_47101,Washington,6.0,Rural,5.0
18503,County_18503,Louisiana,5.0,Suburban/Small City,4.0
26569,County_26569,Montana,2.0,Urban,2.0
10513,County_10513,Georgia,9.0,Rural,6.0
26501,County_26501,Montana,6.0,Rural,5.0
16161,County_16161,Kansas,2.0,Urban,2.0
31243,County_31243,New Mexico,6.0,Rural,5.0
51669,County_51669,Other,9.0,Rural,6.0
49541,County_49541,Wisconsin,8.0,Rural,6.0
2053,County_2053,Alaska,8.0,Rural,6.0
49935,County_49935,Wisconsin,8.0,Rural,6.0
5047,County_5047,California,1.0,Urban,1.0
40799,County_40799,South Carolina,8.0,Rural,6.0
17681,County_17681,Kentucky,7.0,Rural,5.0
33587,County_33587,North Carolina,3.0,Urban,3.0
36787,County_36787,Oklahoma,7.0,Rural,5.0
4111,County_4111,Arkansas,6.0,Rural,5.0
26521,County_26521,Montana,3.0,Urban,3.0
7935,County_7935,Connecticut,1.0,Urban,1.0
20313,County_20313,Maryland,6.0,Rural,5.0
21779,County_21779,Massachusetts,9.0,Rural,6.0
31741,County_31741,New Mexico,3.0,Urban,3.0
32195,County_32195,New York,6.0,Rural,5.0
26187,County_26187,Montana,9.0,Rural,6.0
35043,County_35043,Ohio,9.0,Rural,6.0
37287,County_37287,Oregon,8.0,Rural,6.0
29537,County_29537,New Hampshire,2.0,Urban,2.0
6489,County_6489,Colorado,7.0,Rural,5.0
31253,County_31253,New Mexico,2.0,Urban,2.0
24591,County_24591,Mississippi,6.0,Rural,5.0
54219,County_54219,Other,5.0,Suburban/Small City,4.0
9931,County_9931,Florida,1.0,Urban,1.0
25381,County_25381,Missouri,1.0,Urban,1.0
7699,County_7699,Connecticut,1.0,Urban,1.0
24685,County_24685,Mississippi,8.0,Rural,6.0
14925,County_14925,Indiana,8.0,Rural,6.0
34867,County_34867,North Dakota,4.0,Suburban/Small City,4.0
18159,County_18159,Louisiana,8.0,Rural,6.0
54235,County_54235,Other,2.0,Urban,2.0
1759,County_1759,Alabama,1.0,Urban,1.0
44457,County_44457,Utah,7.0,Rural,5.0
16055,County_16055,Kansas,6.0,Rural,5.0
16543,County_16543,Kansas,6.0,Rural,5.0
31947,County_31947,New Mexico,7.0,Rural,5.0
23111,County_23111,Minnesota,7.0,Rural,5.0
35239,County_35239,Ohio,9.0,Rural,6.0
18585,County_18585,Louisiana,9.0,Rural,6.0
53493,County_53493,Other,9.0,Rural,6.0
23559,County_23559,Minnesota,2.0,Urban,2.0
36915,County_36915,Oklahoma,5.0,Suburban/Small City,4.0
47305,County_47305,Washington,6.0,Rural,5.0
2257,County_2257,Alaska,2.0,Urban,2.0
8481,County_8481,Delaware,8.0,Rural,6.0
52859,County_52859,Other,3.0,Urban,3.0
16009,County_16009,Kansas,9.0,Rural,6.0
47531,County_47531,Washington,2.0,Urban,2.0
49685,County_49685,Wisconsin,7.0,Rural,5.0
43737,County_43737,Texas,1.0,Urban,1.0
34207,County_34207,North Dakota,4.0,Suburban/Small City,4.0
19331,County_19331,Maine,1.0,Urban,1.0
16147,County_16147,Kansas,6.0,Rural,5.0
15367,County_15367,Iowa,7.0,Rural,5.0
51539,County_51539,Other,8.0,Rural,6.0
4705,County_4705,Arkansas,2.0,Urban,2.0
19687,County_19687,Maine,1.0,Urban,1.0
23193,County_23193,Minnesota,8.0,Rural,6.0
44011,County_44011,Utah,6.0,Rural,5.0
40651,County_40651,South Carolina,7.0,Rural,5.0
50567,County_50567,Wyoming,3.0,Urban,3.0
30475,County_30475,New Jersey,5.0,Suburban/Small City,4.0
6233,County_6233,Colorado,1.0,Urban,1.0
34345,County_34345,North Dakota,9.0,Rural,6.0
45587,County_45587,Vermont,7.0,Rural,5.0
48733,County_48733,West Virginia,7.0,Rural,5.0
44907,County_44907,Utah,2.0,Urban,2.0
44845,County_44845,Utah,8.0,Rural,6.0
47931,County_47931,Washington,9.0,Rural,6.0
37335,County_37335,Oregon,8.0,Rural,6.0
22443,County_22443,Michigan,3.0,Urban,3.0
17387,County_17387,Kentucky,8.0,Rural,6.0
46945,County_46945,Virginia,9.0,Rural,6.0
5649,County_5649,California,7.0,Rural,5.0
14125,County_14125,Indiana,3.0,Urban,3.0
27389,County_27389,Nebraska,4.0,Suburban/Small City,4.0
36743,County_36743,Oklahoma,5.0,Suburban/Small City,4.0
39715,County_39715,Rhode Island,6.0,Rural,5.0
31093,County_31093,New Mexico,9.0,Rural,6.0
13793,County_13793,Illinois,6.0,Rural,5.0
30035,County_30035,New Jersey,3.0,Urban,3.0
44589,County_44589,Utah,1.0,Urban,1.0
47123,County_47123,Washington,5.0,Suburban/Small City,4.0
53321,County_53321,Other,9.0,Rural,6.0
52295,County_52295,Other,8.0,Rural,6.0
14599,County_14599,Indiana,3.0,Urban,3.0
36257,County_36257,Oklahoma,7.0,Rural,5.0
46433,County_46433,Virginia,7.0,Rural,5.0
2493,County_2493,Alaska,7.0,Rural,5.0
26797,County_26797,Montana,8.0,Rural,6.0
56977,County_56977,Other,6.0,Rural,5.0
47149,County_47149,Washington,9.0,Rural,6.0
9517,County_9517,Florida,9.0,Rural,6.0
15937,County_15937,Iowa,7.0,Rural,5.0
5819,County_5819,California,3.0,Urban,3.0
44389,County_44389,Utah,2.0,Urban,2.0
51267,County_51267,Other,9.0,Rural,6.0
28991,County_28991,Nevada,4.0,Suburban/Small City,4.0
27053,County_27053,Nebraska,3.0,Urban,3.0
34757,County_34757,North Dakota,7.0,Rural,5.0
25135,County_25135,Missouri,2.0,Urban,2.0
42433,County_42433,Tennessee,9.0,Rural,6.0
29375,County_29375,New Hampshire,1.0,Urban,1.0
10419,County_10419,Georgia,7.0,Rural,5.0
13063,County_13063,Illinois,1.0,Urban,1.0
34939,County_34939,North Dakota,4.0,Suburban/Small City,4.0
36423,County_36423,Oklahoma,1.0,Urban,1.0
41733,County_41733,South Dakota,7.0,Rural,5.0
48489,County_48489,West Virginia,8.0,Rural,6.0
9143,County_9143,Florida,3.0,Urban,3.0
16527,County_16527,Kansas,6.0,Rural,5.0
40491,County_40491,South Carolina,5.0,Suburban/Small City,4.0
32197,County_32197,New York,1.0,Urban,1.0
20341,County_20341,Maryland,6.0,Rural,5.0
22207,County_22207,Michigan,5.0,Suburban/Small City,4.0
28543,County_28543,Nevada,7.0,Rural,5.0
30525,County_30525,New Jersey,7.0,Rural,5.0
4047,County_4047,Arkansas,8.0,Rural,6.0
55421,County_55421,Other,1.0,Urban,1.0
16091,County_16091,Kansas,6.0,Rural,5.0
56963,County_56963,Other,8.0,Rural,6.0
22533,County_22533,Michigan,8.0,Rural,6.0
3505,County_3505,Arizona,4.0,Suburban/Small City,4.0
16321,County_16321,Kansas,2.0,Urban,2.0
1537,County_1537,Alabama,5.0,Suburban/Small City,4.0
35411,County_35411,Ohio,7.0,Rural,5.0
3691,County_3691,Arizona,2.0,Urban,2.0
22437,County_22437,Michigan,3.0,Urban,3.0
42177,County_42177,Tennessee,3.0,Urban,3.0
19689,County_19689,Maine,1.0,Urban,1.0
29133,County_29133,New Hampshire,2.0,Urban,2.0
30689,County_30689,New Jersey,7.0,Rural,5.0
21489,County_21489,Massachusetts,6.0,Rural,5.0
13773,County_13773,Illinois,8.0,Rural,6.0
4473,County_4473,Arkansas,3.0,Urban,3.0
31159,County_31159,New Mexico,6.0,Rural,5.0
8989,County_8989,Delaware,7.0,Rural,5.0
4907,County_4907,Arkansas,1.0,Urban,1.0
56533,County_56533,Other,9.0,Rural,6.0
47979,County_47979,Washington,2.0,Urban,2.0
40417,County_40417,South Carolina,7.0,Rural,5.0
15273,County_15273,Iowa,2.0,Urban,2.0
18589,County_18589,Louisiana,1.0,Urban,1.0
17589,County_17589,Kentucky,9.0,Rural,6.0
28047,County_28047,Nevada,2.0,Urban,2.0
3785,County_3785,Arizona,8.0,Rural,6.0
25241,County_25241,Missouri,1.0,Urban,1.0
49121,County_49121,Wisconsin,7.0,Rural,5.0
16355,County_16355,Kansas,7.0,Rural,5.0
44665,County_44665,Utah,7.0,Rural,5.0
7811,County_7811,Connecticut,2.0,Urban,2.0
10229,County_10229,Georgia,7.0,Rural,5.0
46749,County_46749,Virginia,9.0,Rural,6.0
41873,County_41873,South Dakota,9.0,Rural,6.0
47667,County_47667,Washington,6.0,Rural,5.0
18661,County_18661,Louisiana,1.0,Urban,1.0
20095,County_20095,Maryland,5.0,Suburban/Small City,4.0
16075,County_16075,Kansas,9.0,Rural,6.0
52241,County_52241,Other,2.0,Urban,2.0
18735,County_18735,Louisiana,2.0,Urban,2.0
46183,County_46183,Virginia,6.0,Rural,5.0
22505,County_22505,Michigan,3.0,Urban,3.0
45137,County_45137,Vermont,9.0,Rural,6.0
49531,County_49531,Wisconsin,8.0,Rural,6.0
32535,County_32535,New York,5.0,Suburban/Small City,4.0
7491,County_7491,Connecticut,7.0,Rural,5.0
44491,County_44491,Utah,2.0,Urban,2.0
37001,County_37001,Oregon,8.0,Rural,6.0
37393,County_37393,Oregon,8.0,Rural,6.0
48141,County_48141,West Virginia,6.0,Rural,5.0
43827,County_43827,Texas,4.0,Suburban/Small City,4.0
24291,County_24291,Mississippi,2.0,Urban,2.0
27231,County_27231,Nebraska,9.0,Rural,6.0
45153,County_45153,Vermont,1.0,Urban,1.0
2307,County_2307,Alaska,3.0,Urban,3.0
52097,County_52097,Other,5.0,Suburban/Small City,4.0
18945,County_18945,Louisiana,8.0,Rural,6.0
40675,County_40675,South Carolina,1.0,Urban,1.0
43483,County_43483,Texas,2.0,Urban,2.0
28725,County_28725,Nevada,4.0,Suburban/Small City,4.0
29629,County_29629,New Hampshire,3.0,Urban,3.0
2529,County_2529,Alaska,5.0,Suburban/Small City,4.0
37691,County_37691,Oregon,9.0,Rural,6.0
25873,County_25873,Missouri,9.0,Rural,6.0
48115,County_48115,West Virginia,4.0,Suburban/Small City,4.0
14009,County_14009,Indiana,1.0,Urban,1.0
41223,County_41223,South Dakota,7.0,Rural,5.0
6441,County_6441,Colorado,1.0,Urban,1.0
44445,County_44445,Utah,4.0,Suburban/Small City,4.0
22541,County_22541,Michigan,8.0,Rural,6.0
1355,County_1355,Alabama,6.0,Rural,5.0
10857,County_10857,Georgia,8.0,Rural,6.0
44315,County_44315,Utah,5.0,Suburban/Small City,4.0
21063,County_21063,Massachusetts,4.0,Suburban/Small City,4.0
46521,County_46521,Virginia,1.0,Urban,1.0
5143,County_5143,California,8.0,Rural,6.0
32513,County_32513,New York,4.0,Suburban/Small City,4.0
23715,County_23715,Minnesota,8.0,Rural,6.0
45791,County_45791,Vermont,2.0,Urban,2.0
48809,County_48809,West Virginia,2.0,Urban,2.0
20623,County_20623,Maryland,8.0,Rural,6.0
30621,County_30621,New Jersey,5.0,Suburban/Small City,4.0
41447,County_41447,South Dakota,7.0,Rural,5.0
4835,County_4835,Arkansas,2.0,Urban,2.0
5789,County_5789,California,7.0,Rural,5.0
50829,County_50829,Wyoming,8.0,Rural,6.0
18915,County_18915,Louisiana,8.0,Rural,6.0
9271,County_9271,Florida,2.0,Urban,2.0
53931,County_53931,Other,7.0,Rural,5.0
48049,County_48049,West Virginia,2.0,Urban,2.0
34477,County_34477,North Dakota,3.0,Urban,3.0
51067,County_51067,Other,2.0,Urban,2.0
49703,County_49703,Wisconsin,8.0,Rural,6.0
56615,County_56615,Other,8.0,Rural,6.0
51593,County_51593,Other,6.0,Rural,5.0
52687,County_52687,Other,4.0,Suburban/Small City,4.0
8665,County_8665,Delaware,8.0,Rural,6.0
23013,County_23013,Minnesota,4.0,Suburban/Small City,4.0
2493,County_2493,Alaska,1.0,Urban,1.0
20155,County_20155,Maryland,4.0,Suburban/Small City,4.0
50513,County_50513,Wyoming,5.0,Suburban/Small City,4.0
2985,County_2985,Alaska,1.0,Urban,1.0
56311,County_56311,Other,3.0,Urban,3.0
42541,County_42541,Tennessee,5.0,Suburban/Small City,4.0
42969,County_42969,Tennessee,5.0,Suburban/Small City,4.0
