COUNTYFIPS,COUNTY,STATE,community_type,unemployment_rate_pct,acs_unemployment_rate_pct,employment_rate_pct,pct_not_in_labor_force
2573,County_2573,Alaska,Rural,7.51,7.96,51.31,40.73
12109,County_12109,Idaho,Rural,15.48,15.91,42.84,41.25
13807,County_13807,Illinois,Rural,11.19,11.4,56.29,32.31
31979,County_31979,New Mexico,Urban,12.39,11.6,58.53,29.87
53507,County_53507,Other,Rural,14.94,15.04,39.14,45.81
2277,County_2277,Alaska,Rural,15.43,15.44,46.04,38.52
30841,County_30841,New Jersey,Rural,,7.51,53.68,38.81
39731,County_39731,Rhode Island,Rural,6.96,7.09,46.12,46.79
13143,County_13143,Illinois,Urban,11.14,,45.89,42.92
35201,County_35201,Ohio,Rural,11.88,11.36,49.49,39.15
44039,County_44039,Utah,Urban,10.92,12.09,45.26,42.64
55377,County_55377,Other,Urban,9.06,10.25,38.81,50.94
13589,County_13589,Illinois,Rural,13.29,13.74,35.63,50.63
22193,County_22193,Michigan,Urban,12.04,12.3,45.87,41.84
31647,County_31647,New Mexico,Rural,7.19,7.84,50.3,41.86
45623,County_45623,Vermont,Rural,11.55,10.66,45.59,43.75
55047,County_55047,Other,Rural,10.5,10.56,43.73,45.71
3779,County_3779,Arizona,Suburban/Small City,7.37,7.16,57.22,35.62
45499,County_45499,Vermont,Rural,5.59,5.49,49.05,
22623,County_22623,Michigan,Suburban/Small City,12.98,12.99,49.03,37.98
35907,County_35907,Ohio,Rural,14.59,15.1,36.78,48.13
41921,County_41921,South Dakota,Rural,11.16,11.83,47.41,40.76
32559,County_32559,New York,Urban,9.87,10.8,53.38,35.81
45521,County_45521,Vermont,Rural,11.07,11.48,52.7,35.81
36513,County_36513,Oklahoma,Rural,9.68,9.31,50.95,39.74
46175,County_46175,Virginia,Rural,13.04,13.52,48.67,37.81
46129,County_46129,Virginia,Urban,13.41,13.4,53.07,33.52
18167,County_18167,Louisiana,Rural,2.96,2.45,51.36,46.19
2179,County_2179,Alaska,Rural,8.16,8.21,54.91,36.88
29643,County_29643,New Hampshire,Suburban/Small City,11.69,11.91,37.02,51.07
38567,County_38567,Pennsylvania,Urban,11.79,12.44,39.1,48.47
50007,County_50007,Wyoming,Urban,5.82,6.54,49.3,44.16
53117,County_53117,Other,Suburban/Small City,,6.28,52.42,41.3
47553,County_47553,Washington,Urban,13.15,13.38,48.6,38.02
1375,County_1375,Alabama,Rural,11.8,11.72,41.58,46.7
46825,County_46825,Virginia,Rural,7.28,8.18,46.92,44.9
31721,County_31721,New Mexico,Urban,6.86,7.43,61.16,31.41
41025,County_41025,South Dakota,Rural,2.55,2.82,54.03,43.16
51173,County_51173,Other,Urban,10.89,11.93,47.41,40.66
56259,County_56259,Other,Rural,15.64,16.03,44.43,39.54
35449,County_35449,Ohio,Rural,5.51,5.51,52.82,41.67
55715,County_55715,Other,Urban,6.02,5.98,58.94,35.08
17239,County_17239,Kentucky,Rural,5.39,5.67,50.83,43.5
3875,County_3875,Arizona,Rural,,11.21,53.37,35.42
17937,County_17937,Kentucky,Rural,9.31,8.93,55.45,35.62
13669,County_13669,Illinois,Urban,8.71,8.83,47.83,43.35
14639,County_14639,Indiana,Suburban/Small City,9.51,8.96,47.75,43.29
44981,County_44981,Utah,Rural,13.61,14.15,44.63,41.22
38953,County_38953,Pennsylvania,Suburban/Small City,8.91,9.44,47.57,42.99
37263,County_37263,Oregon,Urban,16.82,16.72,40.25,43.03
49653,County_49653,Wisconsin,Rural,14.68,15.31,44.23,40.47
40971,County_40971,South Carolina,Rural,6.96,6.97,55.48,37.55
32971,County_32971,New York,Urban,12.17,12.56,55.19,32.25
35979,County_35979,Ohio,Urban,8.19,8.13,50.41,41.46
40467,County_40467,South Carolina,Rural,11.07,11.03,47.95,41.02
43727,County_43727,Texas,Rural,14.14,13.78,38.44,47.78
3799,County_3799,Arizona,Rural,11.29,11.65,47.52,40.83
12781,County_12781,Idaho,Urban,,9.25,52.97,37.78
46395,County_46395,Virginia,Rural,12.19,12.7,51.46,35.84
45823,County_45823,Vermont,Rural,14.83,15.52,30.0,54.48
29085,County_29085,New Hampshire,Rural,7.62,8.16,58.76,33.08
39789,County_39789,Rhode Island,Urban,10.63,11.49,49.11,39.4
12701,County_12701,Idaho,Urban,5.61,5.7,43.02,51.28
5231,County_5231,California,Urban,11.58,11.74,44.46,43.8
3717,County_3717,Arizona,Rural,8.06,7.97,58.19,33.84
4141,County_4141,Arkansas,Rural,7.32,7.58,45.79,46.64
35503,County_35503,Ohio,Urban,9.5,8.97,49.16,41.87
50147,County_50147,Wyoming,Suburban/Small City,9.54,,51.26,38.14
5957,County_5957,California,Rural,9.53,10.46,41.08,48.45
43307,County_43307,Texas,Urban,5.53,5.45,62.83,
40623,County_40623,South Carolina,Rural,6.14,6.47,57.09,36.45
27153,County_27153,Nebraska,Rural,9.28,9.95,46.26,43.79
52201,County_52201,Other,Suburban/Small City,,7.11,44.81,
51913,County_51913,Other,Suburban/Small City,10.68,11.12,51.2,37.68
5875,County_5875,California,Rural,7.66,9.0,45.91,45.09
44295,County_44295,Utah,Rural,3.5,3.55,58.25,38.2
11413,County_11413,Hawaii,Urban,13.73,14.16,52.87,32.97
21263,County_21263,Massachusetts,Rural,13.9,15.13,44.68,40.19
38883,County_38883,Pennsylvania,Suburban/Small City,6.31,5.77,61.09,33.14
45103,County_45103,Vermont,Urban,14.13,14.62,40.7,44.68
29381,County_29381,New Hampshire,Urban,12.06,12.14,45.51,42.35
12321,County_12321,Idaho,Urban,7.21,7.17,34.36,58.47
6569,County_6569,Colorado,Suburban/Small City,6.09,7.16,43.83,49.01
2611,County_2611,Alaska,Rural,13.39,13.58,39.53,46.89
34581,County_34581,North Dakota,Urban,17.22,17.28,30.67,52.04
45891,County_45891,Vermont,Suburban/Small City,10.97,10.42,38.68,50.89
15371,County_15371,Iowa,Rural,8.27,7.59,48.79,
55141,County_55141,Other,Rural,13.97,14.06,42.08,43.86
50223,County_50223,Wyoming,Rural,10.59,11.51,45.5,42.99
39623,County_39623,Rhode Island,Rural,7.25,8.7,51.96,39.33
40947,County_40947,South Carolina,Urban,6.89,7.05,53.29,39.66
7753,County_7753,Connecticut,Suburban/Small City,7.02,7.11,49.67,43.22
31463,County_31463,New Mexico,Rural,,12.88,42.75,44.37
6101,County_6101,Colorado,Suburban/Small City,12.39,11.55,52.28,36.17
27907,County_27907,Nebraska,Urban,10.63,10.83,50.82,38.35
35687,County_35687,Ohio,Suburban/Small City,13.05,12.4,47.57,40.02
50941,County_50941,Wyoming,Rural,8.44,9.75,46.55,43.7
56003,County_56003,Other,Urban,14.0,15.1,41.61,43.29
19991,County_19991,Maine,Rural,9.29,9.03,39.23,51.75
25933,County_25933,Missouri,Rural,7.63,7.43,49.34,43.23
51119,County_51119,Other,Suburban/Small City,13.92,14.23,53.69,32.08
45961,County_45961,Vermont,Urban,6.91,7.36,52.11,40.53
30811,County_30811,New Jersey,Rural,13.17,13.11,46.92,39.97
41825,County_41825,South Dakota,Suburban/Small City,13.04,13.33,51.85,34.83
3655,County_3655,Arizona,Rural,8.01,8.59,,
50679,County_50679,Wyoming,Rural,9.31,8.81,45.39,45.79
7947,County_7947,Connecticut,Urban,8.61,9.34,47.09,43.57
19161,County_19161,Maine,Urban,12.75,13.17,34.15,52.68
49287,County_49287,Wisconsin,Rural,9.32,10.15,44.26,45.59
19415,County_19415,Maine,Rural,6.82,6.81,47.97,45.22
26373,County_26373,Montana,Suburban/Small City,12.36,11.8,30.36,57.84
39691,County_39691,Rhode Island,Rural,6.31,7.23,48.23,44.54
49209,County_49209,Wisconsin,Rural,6.13,6.85,53.39,39.76
51797,County_51797,Other,Urban,7.71,8.23,49.26,42.51
19121,County_19121,Maine,Suburban/Small City,13.53,13.95,44.11,41.94
24523,County_24523,Mississippi,Urban,12.65,13.44,37.17,49.39
23235,County_23235,Minnesota,Urban,3.73,3.14,48.15,48.7
46443,County_46443,Virginia,Urban,11.01,10.84,44.57,44.59
50009,County_50009,Wyoming,Urban,9.59,9.19,,32.47
19055,County_19055,Maine,Suburban/Small City,5.96,6.04,46.25,47.71
7975,County_7975,Connecticut,Urban,9.66,9.76,44.36,45.88
54535,County_54535,Other,Suburban/Small City,6.98,6.75,50.9,42.35
18949,County_18949,Louisiana,Rural,7.72,6.73,54.03,39.24
17431,County_17431,Kentucky,Urban,8.76,10.07,43.45,46.49
9693,County_9693,Florida,Suburban/Small City,13.14,13.8,43.89,42.3
5927,County_5927,California,Rural,15.96,16.21,35.81,47.98
24795,County_24795,Mississippi,Urban,6.89,7.23,54.34,38.44
23831,County_23831,Minnesota,Urban,14.85,15.22,46.41,38.37
19435,County_19435,Maine,Urban,13.6,14.35,36.25,49.41
56273,County_56273,Other,Urban,10.38,11.06,52.07,36.88
15449,County_15449,Iowa,Rural,6.62,7.03,45.56,47.41
31661,County_31661,New Mexico,Rural,7.29,7.22,57.18,35.6
42301,County_42301,Tennessee,Urban,9.15,9.45,55.82,34.74
46869,County_46869,Virginia,Urban,7.98,8.2,54.88,36.92
44735,County_44735,Utah,Urban,15.47,16.32,39.65,44.03
45023,County_45023,Vermont,Rural,12.89,12.58,39.05,48.37
29509,County_29509,New Hampshire,Urban,8.26,8.77,54.51,36.72
36309,County_36309,Oklahoma,Rural,9.94,10.08,45.54,44.38
10217,County_10217,Georgia,Urban,8.11,8.52,54.74,36.74
44497,County_44497,Utah,Rural,13.8,14.56,40.23,45.21
20915,County_20915,Maryland,Rural,14.27,15.06,42.23,42.72
52071,County_52071,Other,Urban,5.57,5.61,49.66,44.73
8889,County_8889,Delaware,Rural,11.3,10.67,54.83,34.5
16261,County_16261,Kansas,Rural,9.32,10.16,49.34,40.5
30469,County_30469,New Jersey,Suburban/Small City,8.07,8.66,49.05,42.29
53585,County_53585,Other,Suburban/Small City,3.9,4.51,59.28,36.21
33701,County_33701,North Carolina,Rural,8.89,9.26,42.73,48.01
44817,County_44817,Utah,Rural,8.48,8.58,51.77,39.65
1449,County_1449,Alabama,Rural,7.91,7.67,52.87,39.46
24585,County_24585,Mississippi,Rural,7.5,8.23,51.69,40.08
41041,County_41041,South Dakota,Rural,8.41,9.39,47.72,42.89
20013,County_20013,Maryland,Urban,9.29,9.95,45.33,44.72
49231,County_49231,Wisconsin,Rural,12.75,13.13,39.44,47.43
46127,County_46127,Virginia,Rural,17.4,17.76,42.93,39.31
20373,County_20373,Maryland,Rural,2.75,2.37,43.65,53.98
25329,County_25329,Missouri,Rural,13.14,13.85,48.37,37.78
20341,County_20341,Maryland,Urban,6.3,6.33,,39.96
5327,County_5327,California,Rural,3.99,4.23,52.12,43.65
5471,County_5471,California,Rural,8.55,9.61,57.92,32.48
29547,County_29547,New Hampshire,Rural,13.37,13.67,43.18,43.15
22529,County_22529,Michigan,Urban,6.33,6.09,55.37,38.54
31569,County_31569,New Mexico,Urban,5.36,5.31,,34.91
27453,County_27453,Nebraska,Urban,15.36,15.15,39.73,45.11
34761,County_34761,North Dakota,Rural,13.88,14.14,46.31,39.54
2463,County_2463,Alaska,Rural,10.93,10.94,51.35,37.71
19227,County_19227,Maine,Rural,15.35,15.45,39.16,
7295,County_7295,Connecticut,Rural,14.38,14.16,49.75,36.09
28763,County_28763,Nevada,Urban,11.56,12.7,57.59,29.71
12615,County_12615,Idaho,Rural,12.45,12.33,45.74,41.93
13379,County_13379,Illinois,Urban,11.88,12.32,51.1,36.58
30453,County_30453,New Jersey,Rural,12.05,12.32,51.88,35.8
38861,County_38861,Pennsylvania,Urban,14.05,14.38,33.19,52.43
27559,County_27559,Nebraska,Rural,13.82,14.59,44.82,40.58
3491,County_3491,Arizona,Rural,17.83,17.84,35.22,46.94
44069,County_44069,Utah,Rural,12.82,13.13,45.14,41.74
28515,County_28515,Nevada,Urban,8.71,9.21,,43.66
20901,County_20901,Maryland,Rural,10.76,11.39,39.52,49.09
12375,County_12375,Idaho,Urban,14.68,15.27,45.59,39.14
37049,County_37049,Oregon,Rural,11.4,11.63,50.69,37.68
33561,County_33561,North Carolina,Suburban/Small City,11.57,11.65,39.75,48.6
28557,County_28557,Nevada,Urban,11.34,11.4,49.69,38.91
12687,County_12687,Idaho,Rural,,7.04,51.64,41.32
27513,County_27513,Nebraska,Suburban/Small City,8.42,,54.76,36.32
26631,County_26631,Montana,Rural,14.08,13.9,45.67,40.43
34353,County_34353,North Dakota,Rural,15.02,14.79,55.94,29.27
6343,County_6343,Colorado,Urban,,8.83,41.64,49.54
31557,County_31557,New Mexico,Rural,10.39,11.84,49.39,38.77
3257,County_3257,Arizona,Suburban/Small City,7.74,7.95,47.85,44.2
42285,County_42285,Tennessee,Suburban/Small City,15.46,15.02,43.4,41.57
3797,County_3797,Arizona,Rural,6.22,6.61,44.07,49.32
42147,County_42147,Tennessee,Suburban/Small City,5.04,5.2,51.36,43.44
2217,County_2217,Alaska,Suburban/Small City,13.28,14.04,42.85,43.11
8465,County_8465,Delaware,Rural,8.84,8.74,47.79,43.48
43449,County_43449,Texas,Rural,10.95,10.6,44.02,45.38
10231,County_10231,Georgia,Rural,5.89,6.41,45.16,48.44
50139,County_50139,Wyoming,Urban,,8.55,45.65,45.8
34017,County_34017,North Dakota,Rural,11.78,11.62,37.23,51.16
25771,County_25771,Missouri,Rural,6.43,7.45,59.04,33.51
37679,County_37679,Oregon,Rural,11.42,12.23,47.38,40.39
55665,County_55665,Other,Rural,7.15,7.68,52.27,40.05
13139,County_13139,Illinois,Rural,17.31,17.6,48.82,33.58
27743,County_27743,Nebraska,Urban,15.05,15.48,37.64,46.88
28699,County_28699,Nevada,Rural,10.97,11.15,43.7,45.15
30215,County_30215,New Jersey,Suburban/Small City,15.3,15.78,42.56,41.67
20461,County_20461,Maryland,Rural,5.39,5.83,53.48,40.69
26155,County_26155,Montana,Rural,7.73,8.42,39.81,51.78
33751,County_33751,North Carolina,Rural,6.75,6.24,55.74,38.01
53373,County_53373,Other,Urban,10.34,10.35,54.98,34.66
11429,County_11429,Hawaii,Rural,10.95,10.68,52.12,37.2
50287,County_50287,Wyoming,Urban,13.2,12.49,36.32,51.19
24743,County_24743,Mississippi,Urban,6.43,6.77,41.25,51.98
48621,County_48621,West Virginia,Rural,12.95,13.36,51.54,35.1
40335,County_40335,South Carolina,Rural,7.26,7.26,45.14,47.6
38925,County_38925,Pennsylvania,Rural,8.23,8.92,49.31,41.77
47101,County_47101,Washington,Rural,2.07,2.77,50.57,46.65
18503,County_18503,Louisiana,Suburban/Small City,12.1,12.26,53.49,34.26
26569,County_26569,Montana,Urban,5.41,5.9,55.51,38.58
10513,County_10513,Georgia,Rural,3.4,3.66,53.69,42.66
26501,County_26501,Montana,Rural,11.18,11.59,49.1,39.31
16161,County_16161,Kansas,Urban,6.31,6.81,59.1,34.09
31243,County_31243,New Mexico,Rural,13.42,13.66,45.36,40.98
51669,County_51669,Other,Rural,11.21,11.27,52.05,36.68
49541,County_49541,Wisconsin,Rural,8.09,9.03,55.93,35.05
2053,County_2053,Alaska,Rural,9.62,11.19,48.22,40.59
49935,County_49935,Wisconsin,Rural,7.74,8.08,43.5,48.42
5047,County_5047,California,Urban,5.83,6.69,50.62,
40799,County_40799,South Carolina,Rural,8.51,9.0,50.5,40.51
17681,County_17681,Kentucky,Rural,13.0,13.25,39.27,47.48
33587,County_33587,North Carolina,Urban,15.48,15.69,44.34,39.97
36787,County_36787,Oklahoma,Rural,3.42,4.73,49.46,45.81
4111,County_4111,Arkansas,Rural,5.68,5.61,52.47,41.92
26521,County_26521,Montana,Urban,3.87,4.35,60.22,35.43
7935,County_7935,Connecticut,Urban,9.14,10.34,50.56,39.1
20313,County_20313,Maryland,Rural,11.33,11.11,54.12,34.77
21779,County_21779,Massachusetts,Rural,10.36,9.75,50.04,40.21
31741,County_31741,New Mexico,Urban,8.68,8.69,53.93,37.39
32195,County_32195,New York,Rural,8.09,8.37,51.41,40.23
26187,County_26187,Montana,Rural,8.21,8.34,57.95,33.71
35043,County_35043,Ohio,Rural,10.22,9.96,,35.87
37287,County_37287,Oregon,Rural,6.41,7.6,48.02,44.38
29537,County_29537,New Hampshire,Urban,13.21,13.63,48.79,37.58
6489,County_6489,Colorado,Rural,12.22,12.58,47.97,39.46
31253,County_31253,New Mexico,Urban,3.56,3.62,55.0,41.38
24591,County_24591,Mississippi,Rural,7.5,7.72,50.87,41.42
54219,County_54219,Other,Suburban/Small City,5.27,5.17,53.78,41.05
9931,County_9931,Florida,Urban,12.41,,45.16,41.25
25381,County_25381,Missouri,Urban,7.36,7.76,49.99,42.26
7699,County_7699,Connecticut,Urban,8.16,8.37,52.02,39.61
24685,County_24685,Mississippi,Rural,3.31,4.13,50.68,45.19
14925,County_14925,Indiana,Rural,5.63,5.37,50.05,44.58
34867,County_34867,North Dakota,Suburban/Small City,16.7,17.39,36.62,46.0
18159,County_18159,Louisiana,Rural,5.32,5.67,47.61,46.72
54235,County_54235,Other,Urban,9.8,10.97,45.73,43.3
1759,County_1759,Alabama,Urban,8.86,9.3,50.46,40.24
44457,County_44457,Utah,Rural,11.51,12.4,45.17,42.43
16055,County_16055,Kansas,Rural,9.97,10.99,47.4,41.61
16543,County_16543,Kansas,Rural,5.47,5.1,57.31,37.59
31947,County_31947,New Mexico,Rural,15.87,16.02,47.07,36.91
23111,County_23111,Minnesota,Rural,12.7,13.68,,36.12
35239,County_35239,Ohio,Rural,12.83,13.41,36.04,50.55
18585,County_18585,Louisiana,Rural,5.86,6.24,48.86,44.89
53493,County_53493,Other,Rural,4.98,5.26,57.25,37.5
23559,County_23559,Minnesota,Urban,2.18,2.54,52.49,44.96
36915,County_36915,Oklahoma,Suburban/Small City,5.47,5.81,53.82,40.36
47305,County_47305,Washington,Rural,5.37,5.61,61.39,
2257,County_2257,Alaska,Urban,5.86,,56.45,37.8
8481,County_8481,Delaware,Rural,11.36,11.41,49.36,39.23
52859,County_52859,Other,Urban,3.74,4.0,53.36,42.64
16009,County_16009,Kansas,Rural,10.15,10.15,40.81,49.04
47531,County_47531,Washington,Urban,6.15,6.65,56.56,36.79
49685,County_49685,Wisconsin,Rural,14.69,15.82,39.16,45.02
43737,County_43737,Texas,Urban,11.98,11.83,46.9,41.28
34207,County_34207,North Dakota,Suburban/Small City,11.94,12.64,46.04,41.32
19331,County_19331,Maine,Urban,5.24,5.01,56.39,38.6
16147,County_16147,Kansas,Rural,16.24,16.59,53.31,30.1
15367,County_15367,Iowa,Rural,9.16,9.23,46.77,44.0
51539,County_51539,Other,Rural,12.68,13.21,45.35,41.45
4705,County_4705,Arkansas,Urban,10.27,10.32,,31.21
19687,County_19687,Maine,Urban,14.32,14.99,39.54,45.47
23193,County_23193,Minnesota,Rural,7.95,8.44,53.59,37.97
44011,County_44011,Utah,Rural,7.95,8.63,47.68,43.68
40651,County_40651,South Carolina,Rural,9.49,9.85,50.93,39.21
50567,County_50567,Wyoming,Urban,5.77,5.85,55.87,38.28
30475,County_30475,New Jersey,Suburban/Small City,7.6,7.74,52.26,40.0
6233,County_6233,Colorado,Urban,13.19,13.23,50.98,35.79
34345,County_34345,North Dakota,Rural,5.74,5.07,53.83,41.1
45587,County_45587,Vermont,Rural,10.21,,54.91,35.23
48733,County_48733,West Virginia,Rural,14.84,14.67,48.8,36.53
44907,County_44907,Utah,Urban,15.68,16.14,41.36,42.5
44845,County_44845,Utah,Rural,12.3,12.46,46.13,41.41
47931,County_47931,Washington,Rural,13.32,,50.36,35.91
37335,County_37335,Oregon,Rural,15.93,15.94,35.83,48.23
22443,County_22443,Michigan,Urban,7.87,8.12,48.67,43.21
17387,County_17387,Kentucky,Rural,10.58,11.09,49.68,39.23
46945,County_46945,Virginia,Rural,8.96,8.7,58.85,32.45
5649,County_5649,California,Rural,8.13,8.71,52.02,39.27
14125,County_14125,Indiana,Urban,5.64,7.42,43.11,49.47
27389,County_27389,Nebraska,Suburban/Small City,13.01,13.59,41.65,44.75
36743,County_36743,Oklahoma,Suburban/Small City,6.1,7.33,46.12,46.55
39715,County_39715,Rhode Island,Rural,4.72,4.52,52.45,43.04
31093,County_31093,New Mexico,Rural,11.47,12.68,46.16,41.16
13793,County_13793,Illinois,Rural,4.2,,58.79,37.77
30035,County_30035,New Jersey,Urban,13.18,13.11,44.08,42.8
44589,County_44589,Utah,Urban,16.53,16.24,38.34,45.42
47123,County_47123,Washington,Suburban/Small City,9.29,9.71,45.34,44.95
53321,County_53321,Other,Rural,10.17,10.31,46.37,43.32
52295,County_52295,Other,Rural,11.79,11.78,47.89,40.32
14599,County_14599,Indiana,Urban,6.99,7.28,51.12,41.6
36257,County_36257,Oklahoma,Rural,4.22,4.18,56.0,39.82
46433,County_46433,Virginia,Rural,7.36,7.96,41.76,50.28
2493,County_2493,Alaska,Rural,5.35,5.94,44.8,
26797,County_26797,Montana,Rural,14.67,15.21,48.09,36.7
56977,County_56977,Other,Rural,4.26,4.96,54.88,40.16
47149,County_47149,Washington,Rural,6.5,6.29,44.57,49.14
9517,County_9517,Florida,Rural,3.68,3.72,65.06,31.23
15937,County_15937,Iowa,Rural,4.84,4.79,52.46,42.75
5819,County_5819,California,Urban,6.95,7.69,,42.44
44389,County_44389,Utah,Urban,8.32,8.58,46.28,45.14
51267,County_51267,Other,Rural,9.0,9.22,50.71,
28991,County_28991,Nevada,Suburban/Small City,12.18,,51.24,36.13
27053,County_27053,Nebraska,Urban,,10.35,47.2,42.45
34757,County_34757,North Dakota,Rural,16.38,,38.38,44.79
25135,County_25135,Missouri,Urban,7.17,7.91,54.63,37.47
42433,County_42433,Tennessee,Rural,5.25,6.18,54.49,39.33
29375,County_29375,New Hampshire,Urban,13.24,13.14,47.32,39.54
10419,County_10419,Georgia,Rural,7.51,8.65,46.2,45.16
13063,County_13063,Illinois,Urban,13.37,13.82,48.62,37.56
34939,County_34939,North Dakota,Suburban/Small City,11.77,12.84,44.56,42.6
36423,County_36423,Oklahoma,Urban,8.52,8.63,45.66,45.71
41733,County_41733,South Dakota,Rural,12.83,12.11,41.36,46.54
48489,County_48489,West Virginia,Rural,8.11,8.61,52.67,
9143,County_9143,Florida,Urban,7.21,8.35,55.08,36.57
16527,County_16527,Kansas,Rural,7.77,7.07,55.09,37.84
40491,County_40491,South Carolina,Suburban/Small City,4.73,4.93,61.29,33.78
32197,County_32197,New York,Urban,6.92,7.96,60.01,32.03
20341,County_20341,Maryland,Rural,10.25,11.6,46.68,41.72
22207,County_22207,Michigan,Suburban/Small City,11.87,12.61,43.19,44.2
28543,County_28543,Nevada,Rural,,9.29,48.32,42.38
30525,County_30525,New Jersey,Rural,4.93,4.78,55.51,39.71
4047,County_4047,Arkansas,Rural,,12.02,,46.47
55421,County_55421,Other,Urban,15.11,15.88,41.4,42.72
16091,County_16091,Kansas,Rural,9.72,10.35,44.35,45.3
56963,County_56963,Other,Rural,13.45,14.62,43.91,41.47
22533,County_22533,Michigan,Rural,10.67,11.08,50.75,38.16
3505,County_3505,Arizona,Suburban/Small City,12.14,12.0,55.84,32.17
16321,County_16321,Kansas,Urban,14.21,14.12,41.5,44.38
1537,County_1537,Alabama,Suburban/Small City,14.43,15.61,40.84,43.56
35411,County_35411,Ohio,Rural,14.36,13.95,38.33,47.72
3691,County_3691,Arizona,Urban,12.82,13.15,47.71,39.14
22437,County_22437,Michigan,Urban,7.95,8.09,54.11,37.8
42177,County_42177,Tennessee,Urban,7.38,7.84,47.67,44.49
19689,County_19689,Maine,Urban,7.43,8.15,55.52,36.33
29133,County_29133,New Hampshire,Urban,,14.88,43.83,41.29
30689,County_30689,New Jersey,Rural,7.15,7.05,60.98,31.97
21489,County_21489,Massachusetts,Rural,9.91,10.49,47.08,42.44
13773,County_13773,Illinois,Rural,3.52,4.17,55.16,40.68
4473,County_4473,Arkansas,Urban,11.24,10.35,48.32,41.33
31159,County_31159,New Mexico,Rural,11.53,11.59,46.52,41.89
8989,County_8989,Delaware,Rural,6.85,7.23,53.32,39.45
4907,County_4907,Arkansas,Urban,7.2,7.9,41.47,50.63
56533,County_56533,Other,Rural,6.38,6.78,50.76,42.46
47979,County_47979,Washington,Urban,12.2,11.88,46.72,
40417,County_40417,South Carolina,Rural,5.08,5.33,48.49,46.18
15273,County_15273,Iowa,Urban,12.15,12.87,47.07,40.06
18589,County_18589,Louisiana,Urban,9.88,11.29,47.93,40.78
17589,County_17589,Kentucky,Rural,5.91,6.48,43.26,50.25
