COUNTYFIPS,COUNTY,STATE,community_type,poverty_rate_pct,poverty_rate_children_pct,pct_below_50pct_poverty_line,pct_hh_on_food_stamps
41563,County_41563,South Dakota,Rural,29.56,38.15,16.0,46.47
21007,County_21007,Massachusetts,Urban,21.33,27.74,8.55,18.13
39093,County_39093,Rhode Island,Urban,11.9,14.98,5.75,11.48
30803,County_30803,New Jersey,Rural,13.33,,5.68,12.63
2041,County_2041,Alaska,Urban,19.63,28.46,10.46,24.34
30155,County_30155,New Jersey,Urban,32.9,42.96,14.94,39.53
23289,County_23289,Minnesota,Rural,21.94,29.43,5.49,20.79
17221,County_17221,Kentucky,Rural,14.73,21.14,3.55,26.35
9895,County_9895,Florida,Rural,9.05,10.22,1.96,6.54
42191,County_42191,Tennessee,Urban,11.94,13.94,6.93,12.66
45367,County_45367,Vermont,Rural,30.16,38.85,16.25,37.78
19223,County_19223,Maine,Rural,28.95,40.01,12.17,37.87
26905,County_26905,Montana,Rural,28.32,35.64,14.22,32.18
29275,County_29275,New Hampshire,Rural,25.19,27.83,8.1,31.5
2021,County_2021,Alaska,Rural,17.79,23.87,10.13,27.96
45151,County_45151,Vermont,Rural,35.89,45.91,15.56,48.99
33213,County_33213,North Carolina,Suburban/Small City,29.73,39.47,15.34,35.45
37639,County_37639,Oregon,Urban,25.53,34.13,10.48,32.39
7359,County_7359,Connecticut,Rural,11.91,15.29,6.66,9.55
7147,County_7147,Connecticut,Rural,25.05,29.45,11.02,33.16
17989,County_17989,Kentucky,Urban,18.08,24.39,8.45,19.94
37483,County_37483,Oregon,Rural,33.03,40.13,15.96,40.18
23253,County_23253,Minnesota,Rural,34.6,45.47,17.32,44.44
1701,County_1701,Alabama,Urban,36.15,49.23,,44.24
50651,County_50651,Wyoming,Suburban/Small City,25.94,31.57,12.99,27.24
44831,County_44831,Utah,Rural,22.47,27.33,8.41,29.64
16157,County_16157,Kansas,Rural,28.73,39.99,16.32,33.19
4199,County_4199,Arkansas,Urban,36.41,46.46,17.65,46.44
8163,County_8163,Delaware,Suburban/Small City,13.55,16.44,6.4,
3275,County_3275,Arizona,Rural,16.36,19.39,9.81,25.83
13627,County_13627,Illinois,Urban,28.32,34.1,13.87,32.78
21889,County_21889,Massachusetts,Suburban/Small City,32.72,42.69,15.37,35.59
51935,County_51935,Other,Rural,26.41,36.68,14.67,27.79
47749,County_47749,Washington,Urban,17.27,22.5,8.22,18.01
29653,County_29653,New Hampshire,Rural,31.19,41.07,12.38,36.6
10481,County_10481,Georgia,Urban,33.63,44.02,14.49,42.74
53733,County_53733,Other,Suburban/Small City,27.43,34.89,11.93,34.16
39667,County_39667,Rhode Island,Rural,22.14,27.56,8.59,25.31
14583,County_14583,Indiana,Urban,,59.73,17.9,52.68
23919,County_23919,Minnesota,Rural,32.66,43.01,14.38,39.24
43657,County_43657,Texas,Urban,27.36,35.58,10.65,26.72
53115,County_53115,Other,Rural,17.27,21.28,5.39,16.47
36777,County_36777,Oklahoma,Rural,34.71,43.73,14.77,35.74
35487,County_35487,Ohio,Rural,23.4,31.12,9.95,28.23
26543,County_26543,Montana,Suburban/Small City,19.99,23.38,7.84,23.11
27161,County_27161,Nebraska,Urban,27.3,36.67,13.27,31.55
22769,County_22769,Michigan,Rural,21.57,27.41,10.87,
20361,County_20361,Maryland,Urban,27.37,33.16,15.39,32.29
23703,County_23703,Minnesota,Urban,32.43,43.38,13.87,44.84
33749,County_33749,North Carolina,Rural,24.46,30.2,,31.74
18767,County_18767,Louisiana,Urban,29.48,34.35,15.85,36.33
21785,County_21785,Massachusetts,Suburban/Small City,41.76,53.73,20.64,52.95
35133,County_35133,Ohio,Rural,15.65,25.37,8.85,10.38
15763,County_15763,Iowa,Rural,13.96,18.19,4.31,24.15
53917,County_53917,Other,Rural,19.92,25.81,8.78,23.34
32239,County_32239,New York,Rural,33.06,44.09,16.91,43.51
35359,County_35359,Ohio,Urban,28.18,33.6,12.94,37.13
11803,County_11803,Hawaii,Urban,20.79,30.83,5.69,17.76
4371,County_4371,Arkansas,Rural,27.5,37.73,12.23,32.78
41745,County_41745,South Dakota,Urban,24.5,31.89,10.72,31.74
7167,County_7167,Connecticut,Rural,37.35,48.44,16.86,47.35
54403,County_54403,Other,Rural,30.13,36.72,14.42,30.78
45903,County_45903,Vermont,Urban,27.87,40.86,13.6,41.63
7667,County_7667,Connecticut,Rural,23.9,30.59,10.39,29.39
7455,County_7455,Connecticut,Urban,17.86,20.97,6.8,10.43
7589,County_7589,Connecticut,Rural,17.18,21.62,9.29,13.19
51839,County_51839,Other,Suburban/Small City,36.83,47.33,14.59,49.74
13221,County_13221,Illinois,Urban,27.33,33.55,10.72,33.15
16051,County_16051,Kansas,Rural,33.11,45.04,15.06,44.6
42089,County_42089,Tennessee,Rural,,44.24,17.27,51.25
52163,County_52163,Other,Rural,26.33,34.64,10.6,29.5
35305,County_35305,Ohio,Rural,13.37,16.42,7.43,5.07
8285,County_8285,Delaware,Rural,35.14,42.99,15.35,37.92
11431,County_11431,Hawaii,Rural,20.98,24.69,9.64,21.34
21245,County_21245,Massachusetts,Rural,31.99,42.74,15.31,
14707,County_14707,Indiana,Rural,23.06,29.38,11.45,27.23
13281,County_13281,Illinois,Rural,27.91,38.15,11.07,32.9
53403,County_53403,Other,Suburban/Small City,27.25,37.03,12.25,36.0
38453,County_38453,Pennsylvania,Rural,23.93,30.53,11.24,28.1
44133,County_44133,Utah,Rural,29.13,35.47,13.86,29.82
22537,County_22537,Michigan,Urban,20.53,26.7,7.58,28.99
41763,County_41763,South Dakota,Urban,22.66,28.79,9.31,17.34
30415,County_30415,New Jersey,Rural,35.84,46.61,13.05,49.9
22481,County_22481,Michigan,Rural,24.41,30.8,8.86,30.63
31873,County_31873,New Mexico,Rural,17.84,25.22,8.98,21.89
8279,County_8279,Delaware,Urban,11.65,15.94,5.99,4.01
41885,County_41885,South Dakota,Rural,37.02,49.16,17.97,37.55
14781,County_14781,Indiana,Rural,27.46,35.03,11.48,38.29
4487,County_4487,Arkansas,Rural,31.5,41.29,13.98,38.95
10437,County_10437,Georgia,Rural,29.73,38.94,12.86,49.66
21133,County_21133,Massachusetts,Urban,42.0,54.05,21.0,53.4
5663,County_5663,California,Rural,26.2,38.65,12.47,29.83
16615,County_16615,Kansas,Rural,36.76,46.57,12.88,44.79
45609,County_45609,Vermont,Suburban/Small City,30.65,43.77,15.33,37.24
14883,County_14883,Indiana,Rural,29.7,37.88,13.93,36.92
6921,County_6921,Colorado,Suburban/Small City,31.59,41.72,15.76,42.55
51261,County_51261,Other,Rural,20.85,28.81,10.7,23.28
14279,County_14279,Indiana,Urban,32.51,42.0,16.43,38.62
1389,County_1389,Alabama,Urban,21.96,29.62,12.31,
32177,County_32177,New York,Urban,27.77,36.4,13.39,41.09
47757,County_47757,Washington,Suburban/Small City,31.48,40.73,14.28,40.25
28425,County_28425,Nevada,Suburban/Small City,32.97,44.14,14.39,43.06
27979,County_27979,Nebraska,Rural,25.71,34.38,11.57,36.65
7921,County_7921,Connecticut,Urban,27.4,37.98,11.58,29.64
16987,County_16987,Kansas,Rural,26.48,35.69,10.19,27.44
48883,County_48883,West Virginia,Urban,26.26,32.92,12.99,32.75
22901,County_22901,Michigan,Rural,31.26,43.14,14.8,35.7
49549,County_49549,Wisconsin,Rural,28.5,38.49,11.55,36.54
33913,County_33913,North Carolina,Rural,21.16,25.22,7.22,22.22
22085,County_22085,Michigan,Rural,30.24,38.63,14.18,37.92
45499,County_45499,Vermont,Rural,31.86,41.93,16.2,
4925,County_4925,Arkansas,Rural,24.9,31.89,12.74,25.88
34003,County_34003,North Dakota,Urban,35.8,,16.62,47.03
26273,County_26273,Montana,Suburban/Small City,18.4,22.22,9.88,23.53
28799,County_28799,Nevada,Rural,29.97,36.81,14.72,35.86
55417,County_55417,Other,Rural,29.42,38.92,11.58,42.81
29597,County_29597,New Hampshire,Urban,22.11,27.93,10.75,15.3
39125,County_39125,Rhode Island,Rural,22.12,24.43,10.06,24.92
2309,County_2309,Alaska,Rural,26.58,33.71,11.68,33.0
50919,County_50919,Wyoming,Urban,26.19,36.35,10.71,31.75
53733,County_53733,Other,Urban,12.49,13.6,5.06,8.78
2671,County_2671,Alaska,Rural,27.69,40.8,11.72,26.13
6011,County_6011,Colorado,Rural,17.01,20.77,4.24,24.17
27765,County_27765,Nebraska,Urban,20.71,25.78,8.32,14.12
39437,County_39437,Rhode Island,Suburban/Small City,34.27,43.49,15.27,37.85
10629,County_10629,Georgia,Rural,19.38,27.1,10.27,18.24
47859,County_47859,Washington,Rural,34.48,44.68,14.61,37.73
1277,County_1277,Alabama,Suburban/Small City,30.35,38.37,14.81,37.07
51375,County_51375,Other,Rural,29.47,38.19,11.8,39.32
48699,County_48699,West Virginia,Rural,35.5,45.43,16.16,44.14
38737,County_38737,Pennsylvania,Rural,30.45,38.56,13.81,35.39
32109,County_32109,New York,Rural,30.64,41.57,13.17,40.85
34121,County_34121,North Dakota,Rural,15.49,20.86,9.57,9.88
16521,County_16521,Kansas,Rural,24.33,31.72,10.85,26.72
36155,County_36155,Oklahoma,Urban,9.94,12.17,6.03,2.85
5297,County_5297,California,Urban,32.84,41.86,17.49,43.03
7713,County_7713,Connecticut,Rural,36.41,45.51,14.12,42.27
3783,County_3783,Arizona,Urban,13.55,19.06,8.95,16.72
29941,County_29941,New Hampshire,Suburban/Small City,23.49,31.24,,27.49
14505,County_14505,Indiana,Rural,33.84,43.93,14.9,43.6
9163,County_9163,Florida,Urban,32.79,40.61,13.74,35.89
34189,County_34189,North Dakota,Rural,16.11,22.72,9.24,18.96
34643,County_34643,North Dakota,Rural,30.64,37.66,14.03,42.78
43713,County_43713,Texas,Rural,12.14,19.84,6.81,7.67
34751,County_34751,North Dakota,Suburban/Small City,28.37,37.82,10.48,43.71
37151,County_37151,Oregon,Rural,28.07,35.76,13.72,31.36
27349,County_27349,Nebraska,Rural,26.78,33.12,11.81,21.82
31591,County_31591,New Mexico,Suburban/Small City,22.72,26.01,9.78,22.48
25193,County_25193,Missouri,Suburban/Small City,32.16,41.24,13.8,33.92
31391,County_31391,New Mexico,Urban,,40.7,12.05,44.82
25481,County_25481,Missouri,Urban,32.47,41.71,15.76,39.21
32491,County_32491,New York,Urban,33.9,44.15,14.36,43.49
37457,County_37457,Oregon,Rural,23.06,30.17,10.53,24.41
18117,County_18117,Louisiana,Rural,32.05,39.66,13.63,38.16
10147,County_10147,Georgia,Urban,40.49,52.78,17.79,57.35
7683,County_7683,Connecticut,Urban,35.0,45.87,16.82,44.95
51985,County_51985,Other,Rural,33.23,44.0,13.64,38.49
22231,County_22231,Michigan,Urban,20.9,27.92,8.69,27.4
18777,County_18777,Louisiana,Rural,26.46,34.66,10.38,40.98
19011,County_19011,Maine,Rural,26.08,31.34,12.62,28.07
45023,County_45023,Vermont,Urban,11.79,13.07,3.89,10.52
48067,County_48067,West Virginia,Urban,21.7,25.33,8.28,27.57
44889,County_44889,Utah,Rural,31.98,40.29,12.72,39.29
40029,County_40029,South Carolina,Rural,30.64,39.27,13.18,38.3
31911,County_31911,New Mexico,Suburban/Small City,40.68,51.97,,58.43
47415,County_47415,Washington,Rural,38.85,51.41,17.41,48.76
12863,County_12863,Idaho,Rural,39.4,51.84,15.69,50.34
36613,County_36613,Oklahoma,Urban,41.7,58.04,21.01,46.14
35307,County_35307,Ohio,Rural,33.95,39.91,14.06,45.63
39313,County_39313,Rhode Island,Rural,16.34,21.23,8.32,12.41
55321,County_55321,Other,Urban,19.14,19.26,10.42,15.43
4479,County_4479,Arkansas,Suburban/Small City,20.92,26.91,8.53,23.6
25507,County_25507,Missouri,Urban,21.67,22.48,10.06,26.9
31955,County_31955,New Mexico,Rural,19.67,24.98,9.64,24.25
10087,County_10087,Georgia,Rural,25.56,35.66,13.28,33.8
52321,County_52321,Other,Urban,28.91,40.24,13.9,28.46
2761,County_2761,Alaska,Suburban/Small City,23.86,30.56,11.6,34.01
2151,County_2151,Alaska,Rural,27.42,33.15,12.32,34.86
35131,County_35131,Ohio,Rural,25.22,30.81,10.22,25.88
31135,County_31135,New Mexico,Rural,40.83,55.34,18.37,51.32
19361,County_19361,Maine,Urban,24.85,31.47,10.22,23.46
18641,County_18641,Louisiana,Rural,20.81,,9.63,24.22
42569,County_42569,Tennessee,Urban,31.01,39.99,,37.61
51679,County_51679,Other,Rural,9.33,11.81,3.29,3.9
22313,County_22313,Michigan,Rural,,17.72,5.7,7.86
13831,County_13831,Illinois,Rural,11.96,16.87,4.67,10.58
13173,County_13173,Illinois,Rural,25.16,29.5,11.21,32.03
29171,County_29171,New Hampshire,Rural,23.68,28.68,7.72,34.94
28927,County_28927,Nevada,Rural,24.27,29.62,7.23,31.0
41519,County_41519,South Dakota,Rural,29.49,39.13,12.58,40.77
10057,County_10057,Georgia,Rural,16.49,22.94,4.39,12.87
10915,County_10915,Georgia,Rural,23.21,31.21,12.76,25.32
37189,County_37189,Oregon,Rural,29.45,34.07,10.51,38.11
12069,County_12069,Idaho,Urban,34.13,42.52,12.11,43.09
20131,County_20131,Maryland,Rural,38.24,51.29,13.31,51.54
25847,County_25847,Missouri,Rural,33.63,40.56,12.99,44.23
48893,County_48893,West Virginia,Rural,30.71,39.97,15.87,39.55
38167,County_38167,Pennsylvania,Rural,23.86,25.61,9.86,29.89
3083,County_3083,Arizona,Urban,17.59,22.84,10.12,17.79
25249,County_25249,Missouri,Urban,16.83,19.89,6.75,17.94
37317,County_37317,Oregon,Urban,15.58,20.37,6.51,14.11
17645,County_17645,Kentucky,Rural,27.65,35.35,12.81,39.62
11767,County_11767,Hawaii,Urban,12.74,17.44,2.5,12.11
34583,County_34583,North Dakota,Rural,27.21,33.71,15.79,33.9
18495,County_18495,Louisiana,Urban,39.64,51.35,18.88,49.9
34135,County_34135,North Dakota,Rural,32.0,43.52,13.29,46.41
41725,County_41725,South Dakota,Urban,14.84,18.74,6.15,15.96
3153,County_3153,Arizona,Suburban/Small City,36.84,47.87,15.49,42.78
37251,County_37251,Oregon,Rural,34.26,45.49,18.24,38.6
8117,County_8117,Delaware,Rural,9.65,13.0,0.79,2.87
44073,County_44073,Utah,Rural,23.97,32.81,11.43,26.97
45233,County_45233,Vermont,Urban,38.16,49.63,17.3,53.04
13425,County_13425,Illinois,Rural,20.76,26.31,10.73,15.99
38363,County_38363,Pennsylvania,Rural,37.67,47.57,16.1,53.26
29183,County_29183,New Hampshire,Urban,39.72,55.18,19.51,41.04
55563,County_55563,Other,Rural,17.31,,7.86,15.77
31363,County_31363,New Mexico,Rural,36.2,45.71,14.43,48.43
56613,County_56613,Other,Rural,21.88,25.48,9.12,25.29
21545,County_21545,Massachusetts,Rural,16.76,18.24,8.32,14.38
15467,County_15467,Iowa,Urban,19.96,24.36,5.85,17.04
49565,County_49565,Wisconsin,Rural,31.0,35.4,16.51,38.44
53515,County_53515,Other,Rural,28.92,36.61,11.56,33.63
18981,County_18981,Louisiana,Suburban/Small City,30.3,38.51,12.99,41.2
17213,County_17213,Kentucky,Urban,27.62,31.26,13.58,32.8
4459,County_4459,Arkansas,Rural,9.8,8.36,4.45,5.59
18987,County_18987,Louisiana,Suburban/Small City,36.63,48.82,15.43,
43525,County_43525,Texas,Urban,24.45,35.24,12.78,22.67
45767,County_45767,Vermont,Rural,17.31,21.97,5.34,23.41
37643,County_37643,Oregon,Rural,18.56,25.49,10.5,22.66
35903,County_35903,Ohio,Rural,27.09,31.58,11.38,32.68
20071,County_20071,Maryland,Rural,31.09,44.84,14.43,32.4
13763,County_13763,Illinois,Rural,19.86,25.5,9.02,20.29
35843,County_35843,Ohio,Rural,28.45,35.36,12.48,38.22
17099,County_17099,Kentucky,Rural,13.33,13.65,3.4,14.37
4431,County_4431,Arkansas,Rural,24.92,34.78,9.84,28.78
2917,County_2917,Alaska,Rural,34.5,46.2,17.47,48.69
27071,County_27071,Nebraska,Rural,29.12,36.42,11.78,33.93
37317,County_37317,Oregon,Urban,26.99,37.67,11.01,37.63
45253,County_45253,Vermont,Rural,30.43,39.37,14.08,47.98
10587,County_10587,Georgia,Urban,13.73,19.67,7.71,15.51
55165,County_55165,Other,Urban,25.0,33.72,10.2,33.41
55735,County_55735,Other,Rural,39.77,51.43,17.76,53.03
37789,County_37789,Oregon,Suburban/Small City,23.45,32.85,7.6,33.22
41303,County_41303,South Dakota,Suburban/Small City,26.71,34.39,13.0,
38731,County_38731,Pennsylvania,Rural,14.9,21.34,6.14,
31549,County_31549,New Mexico,Rural,9.1,9.98,5.77,15.26
15481,County_15481,Iowa,Rural,21.33,26.79,10.33,25.18
23205,County_23205,Minnesota,Urban,25.34,35.05,12.4,25.95
17487,County_17487,Kentucky,Rural,34.37,49.91,15.37,38.66
36147,County_36147,Oklahoma,Rural,23.7,32.27,8.58,29.64
45547,County_45547,Vermont,Rural,16.86,21.07,10.04,19.88
38361,County_38361,Pennsylvania,Rural,40.24,53.07,18.76,
38451,County_38451,Pennsylvania,Rural,20.75,27.98,10.92,30.96
43989,County_43989,Texas,Rural,28.5,35.68,12.28,30.77
35987,County_35987,Ohio,Urban,21.52,28.21,10.67,30.66
36327,County_36327,Oklahoma,Rural,17.54,18.97,9.37,21.55
31667,County_31667,New Mexico,Suburban/Small City,13.62,16.86,4.73,19.06
11923,County_11923,Hawaii,Rural,24.52,31.32,10.0,24.07
4903,County_4903,Arkansas,Rural,26.06,36.23,11.67,32.44
36667,County_36667,Oklahoma,Urban,32.3,43.86,15.17,37.89
43713,County_43713,Texas,Suburban/Small City,20.25,24.7,9.91,20.57
56627,County_56627,Other,Urban,44.7,59.33,20.99,54.36
6233,County_6233,Colorado,Urban,37.01,47.71,13.98,44.33
42103,County_42103,Tennessee,Rural,41.26,51.94,20.01,53.21
52483,County_52483,Other,Rural,30.11,,14.29,45.7
3647,County_3647,Arizona,Rural,32.32,43.0,14.23,40.51
54089,County_54089,Other,Rural,21.33,28.23,9.92,27.85
53595,County_53595,Other,Rural,20.91,26.87,8.47,18.46
17515,County_17515,Kentucky,Urban,24.82,34.03,10.07,26.58
12775,County_12775,Idaho,Rural,17.99,20.41,10.6,13.7
52947,County_52947,Other,Rural,32.4,39.08,13.88,43.71
39911,County_39911,Rhode Island,Urban,20.39,24.47,11.24,17.49
45241,County_45241,Vermont,Suburban/Small City,21.43,28.4,10.41,20.42
23341,County_23341,Minnesota,Suburban/Small City,27.66,38.31,14.59,37.59
53177,County_53177,Other,Rural,26.62,34.86,13.16,30.2
36607,County_36607,Oklahoma,Rural,27.57,34.89,12.65,41.54
41731,County_41731,South Dakota,Suburban/Small City,29.7,,14.79,35.86
11657,County_11657,Hawaii,Urban,30.99,44.86,15.44,35.58
4805,County_4805,Arkansas,Urban,34.57,45.55,12.92,44.75
37567,County_37567,Oregon,Rural,13.69,15.59,4.74,
25343,County_25343,Missouri,Rural,25.68,35.64,12.69,38.15
34927,County_34927,North Dakota,Rural,,37.45,15.39,44.66
45239,County_45239,Vermont,Urban,32.93,42.96,16.28,36.52
4299,County_4299,Arkansas,Urban,21.52,28.93,13.45,23.25
41009,County_41009,South Dakota,Rural,27.9,36.04,11.4,37.06
25305,County_25305,Missouri,Rural,24.32,32.74,8.75,32.33
3179,County_3179,Arizona,Suburban/Small City,23.68,33.42,11.84,28.05
31209,County_31209,New Mexico,Rural,24.55,31.73,11.22,33.1
7131,County_7131,Connecticut,Rural,34.23,44.26,13.42,47.02
54443,County_54443,Other,Urban,42.12,55.32,18.93,50.72
26947,County_26947,Montana,Urban,31.69,44.55,13.58,39.1
35745,County_35745,Ohio,Rural,21.47,27.56,9.53,17.85
33831,County_33831,North Carolina,Rural,26.09,31.35,12.2,35.49
11055,County_11055,Hawaii,Rural,31.97,43.98,12.34,43.33
46001,County_46001,Virginia,Suburban/Small City,22.63,28.37,12.05,25.49
17491,County_17491,Kentucky,Suburban/Small City,,31.01,10.81,24.66
38773,County_38773,Pennsylvania,Urban,11.35,17.63,5.29,5.83
23347,County_23347,Minnesota,Rural,27.88,38.53,13.79,30.19
5945,County_5945,California,Urban,21.32,28.46,8.73,23.29
38579,County_38579,Pennsylvania,Rural,25.16,32.32,12.25,25.51
30947,County_30947,New Jersey,Rural,30.15,40.2,15.09,38.42
49045,County_49045,Wisconsin,Urban,22.14,26.98,9.35,21.52
14279,County_14279,Indiana,Rural,27.32,36.22,,27.98
50919,County_50919,Wyoming,Rural,26.11,31.24,11.88,29.44
34971,County_34971,North Dakota,Urban,24.59,31.02,12.3,
27647,County_27647,Nebraska,Rural,32.37,43.57,15.01,34.3
10109,County_10109,Georgia,Urban,31.1,37.62,12.71,42.53
56933,County_56933,Other,Suburban/Small City,30.24,39.6,17.31,42.99
35261,County_35261,Ohio,Urban,35.74,46.0,18.69,45.13
24725,County_24725,Mississippi,Rural,20.21,28.19,8.39,27.14
40475,County_40475,South Carolina,Rural,27.25,35.42,9.08,38.91
17957,County_17957,Kentucky,Rural,28.93,,12.67,35.64
23953,County_23953,Minnesota,Urban,27.54,34.29,10.44,33.79
44883,County_44883,Utah,Rural,27.26,31.29,10.38,27.8
54183,County_54183,Other,Suburban/Small City,29.13,36.53,12.65,30.63
7815,County_7815,Connecticut,Suburban/Small City,30.43,39.16,11.95,41.05
45023,County_45023,Vermont,Rural,29.62,36.23,11.76,33.94
32453,County_32453,New York,Rural,25.81,31.76,9.84,30.01
52245,County_52245,Other,Rural,,23.15,8.29,21.81
44853,County_44853,Utah,Rural,28.13,38.06,11.9,36.81
7165,County_7165,Connecticut,Urban,37.87,49.26,17.59,49.2
5857,County_5857,California,Urban,33.17,44.0,12.05,41.24
29181,County_29181,New Hampshire,Urban,30.56,35.01,11.01,40.96
53887,County_53887,Other,Suburban/Small City,23.08,29.73,9.97,25.16
4323,County_4323,Arkansas,Suburban/Small City,20.03,22.25,9.46,17.98
3795,County_3795,Arizona,Rural,22.68,27.03,10.08,26.54
50501,County_50501,Wyoming,Rural,17.43,23.69,6.69,17.06
39943,County_39943,Rhode Island,Rural,33.55,42.55,13.42,46.77
51525,County_51525,Other,Urban,15.93,20.56,7.17,20.62
25865,County_25865,Missouri,Urban,25.66,29.27,10.29,37.18
48797,County_48797,West Virginia,Rural,35.84,43.36,,
20809,County_20809,Maryland,Rural,36.76,47.54,19.08,50.84
16953,County_16953,Kansas,Suburban/Small City,26.33,36.37,10.22,23.79
19155,County_19155,Maine,Urban,18.02,23.37,10.27,20.52
23871,County_23871,Minnesota,Urban,19.5,24.41,12.09,24.82
33465,County_33465,North Carolina,Urban,21.71,28.38,8.82,18.01
4063,County_4063,Arkansas,Rural,22.84,31.37,10.95,28.85
53211,County_53211,Other,Rural,,44.57,16.22,46.66
29353,County_29353,New Hampshire,Urban,19.29,24.63,8.06,22.0
43629,County_43629,Texas,Rural,14.58,22.35,9.28,20.69
13599,County_13599,Illinois,Suburban/Small City,,24.52,7.03,18.88
24957,County_24957,Mississippi,Suburban/Small City,28.67,35.07,12.41,33.69
8483,County_8483,Delaware,Rural,35.55,45.71,14.84,48.54
25053,County_25053,Missouri,Rural,17.9,24.4,,18.18
41291,County_41291,South Dakota,Suburban/Small City,11.28,15.02,4.08,8.56
10047,County_10047,Georgia,Suburban/Small City,11.3,16.22,4.48,4.39
42347,County_42347,Tennessee,Rural,18.9,30.39,7.94,
18215,County_18215,Louisiana,Urban,27.01,33.88,,37.21
33295,County_33295,North Carolina,Rural,33.73,41.66,14.1,
46873,County_46873,Virginia,Suburban/Small City,30.03,39.66,10.53,43.22
11873,County_11873,Hawaii,Rural,38.35,53.83,17.04,47.12
4311,County_4311,Arkansas,Rural,16.53,20.74,9.11,23.91
33759,County_33759,North Carolina,Suburban/Small City,13.47,16.56,3.66,5.93
11969,County_11969,Hawaii,Rural,16.5,23.63,,13.77
40817,County_40817,South Carolina,Rural,29.39,34.21,14.41,40.01
12189,County_12189,Idaho,Rural,21.3,27.58,13.1,20.75
19759,County_19759,Maine,Rural,35.07,46.18,15.78,44.96
15965,County_15965,Iowa,Rural,16.31,20.64,7.72,24.23
